,region,province,district,sub_district,province_eng,location,location_id
688,Central,สระบุรี,เมืองสระบุรี,ปากเพรียว,Saraburi,Central/สระบุรี/เมืองสระบุรี/ปากเพรียว/Saraburi,688
689,Central,สมุทรปราการ,พระประแดง,บางหัวเสือ,Samut Prakan,Central/สมุทรปราการ/พระประแดง/บางหัวเสือ/Samut Prakan,689
690,Northern,พิจิตร,โพทะเล,Not Sated,Phichit,Northern/พิจิตร/โพทะเล/Not Sated/Phichit,690
691,Central,ปทุมธานี,สามโคก,บ้านปทุม,Pathum Thani,Central/ปทุมธานี/สามโคก/บ้านปทุม/Pathum Thani,691
692,Central,สมุทรสาคร,บ้านแพ้ว,หนองบัว,Samut Sakhon,Central/สมุทรสาคร/บ้านแพ้ว/หนองบัว/Samut Sakhon,692
693,Central,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,บางขวัญ,Chachoengsao,Central/ฉะเชิงเทรา/เมืองฉะเชิงเทรา/บางขวัญ/Chachoengsao,693
694,Central,ปราจีนบุรี,เมืองปราจีนบุรี,เนินหอม,Prachin Buri,Central/ปราจีนบุรี/เมืองปราจีนบุรี/เนินหอม/Prachin Buri,694
695,Central,ปทุมธานี,เมืองปทุมธานี,บางกะดี,Pathum Thani,Central/ปทุมธานี/เมืองปทุมธานี/บางกะดี/Pathum Thani,695
696,Central,ปทุมธานี,คลองหลวง,Not Sated,Pathum Thani,Central/ปทุมธานี/คลองหลวง/Not Sated/Pathum Thani,696
697,Central,ปทุมธานี,เมืองปทุมธานี,บ้านกลาง,Pathum Thani,Central/ปทุมธานี/เมืองปทุมธานี/บ้านกลาง/Pathum Thani,697
698,Central,ปทุมธานี,เมืองปทุมธานี,บางเดื่อ,Pathum Thani,Central/ปทุมธานี/เมืองปทุมธานี/บางเดื่อ/Pathum Thani,698
699,Central,นครปฐม,ดอนตูม,ลำเหย,Nakhon Pathom,Central/นครปฐม/ดอนตูม/ลำเหย/Nakhon Pathom,699
700,Central,นครปฐม,บางเลน,บางระกำ,Nakhon Pathom,Central/นครปฐม/บางเลน/บางระกำ/Nakhon Pathom,700
701,Central,นครปฐม,นครชัยศรี,ดอนแฝก,Nakhon Pathom,Central/นครปฐม/นครชัยศรี/ดอนแฝก/Nakhon Pathom,701
702,Central,นครปฐม,สามพราน,Not Sated,Nakhon Pathom,Central/นครปฐม/สามพราน/Not Sated/Nakhon Pathom,702
703,Central,นครปฐม,ดอนตูม,สามง่าม,Nakhon Pathom,Central/นครปฐม/ดอนตูม/สามง่าม/Nakhon Pathom,703
704,Central,นครปฐม,นครชัยศรี,ห้วยพลู,Nakhon Pathom,Central/นครปฐม/นครชัยศรี/ห้วยพลู/Nakhon Pathom,704
705,Central,นครปฐม,นครชัยศรี,สัมปทวน,Nakhon Pathom,Central/นครปฐม/นครชัยศรี/สัมปทวน/Nakhon Pathom,705
706,Central,นครปฐม,นครชัยศรี,ไทยาวาส,Nakhon Pathom,Central/นครปฐม/นครชัยศรี/ไทยาวาส/Nakhon Pathom,706
707,Central,ปราจีนบุรี,เมืองปราจีนบุรี,ไม้เค็ด,Prachin Buri,Central/ปราจีนบุรี/เมืองปราจีนบุรี/ไม้เค็ด/Prachin Buri,707
708,Central,ปราจีนบุรี,เมืองปราจีนบุรี,ท่างาม,Prachin Buri,Central/ปราจีนบุรี/เมืองปราจีนบุรี/ท่างาม/Prachin Buri,708
709,Bangkok,กรุงเทพมหานคร,คลองสามวา,ทรายกองดินใต้,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/คลองสามวา/ทรายกองดินใต้/Bangkok Metropolis,709
710,Central,ปราจีนบุรี,เมืองปราจีนบุรี,บางบริบูรณ์,Prachin Buri,Central/ปราจีนบุรี/เมืองปราจีนบุรี/บางบริบูรณ์/Prachin Buri,710
711,Central,ปราจีนบุรี,เมืองปราจีนบุรี,โคกไม้ลาย,Prachin Buri,Central/ปราจีนบุรี/เมืองปราจีนบุรี/โคกไม้ลาย/Prachin Buri,711
712,Central,ปทุมธานี,ลำลูกกา,บึงทองหลาง,Pathum Thani,Central/ปทุมธานี/ลำลูกกา/บึงทองหลาง/Pathum Thani,712
713,Bangkok,กรุงเทพมหานคร,หนองจอก,คลองสิบสอง,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/หนองจอก/คลองสิบสอง/Bangkok Metropolis,713
714,Central,นครนายก,เมืองนครนายก,นครนายก,Nakhon Nayok,Central/นครนายก/เมืองนครนายก/นครนายก/Nakhon Nayok,714
715,Central,นครนายก,เมืองนครนายก,บ้านใหญ่,Nakhon Nayok,Central/นครนายก/เมืองนครนายก/บ้านใหญ่/Nakhon Nayok,715
716,Central,สระแก้ว,เมืองสระแก้ว,สระแก้ว,Sa Kaeo,Central/สระแก้ว/เมืองสระแก้ว/สระแก้ว/Sa Kaeo,716
717,Central,ปทุมธานี,ธัญบุรี,บึงน้ำรักษ์,Pathum Thani,Central/ปทุมธานี/ธัญบุรี/บึงน้ำรักษ์/Pathum Thani,717
718,Central,นครนายก,เมืองนครนายก,ท่าช้าง,Nakhon Nayok,Central/นครนายก/เมืองนครนายก/ท่าช้าง/Nakhon Nayok,718
719,Central,สมุทรปราการ,พระประแดง,บางหญ้าแพรก,Samut Prakan,Central/สมุทรปราการ/พระประแดง/บางหญ้าแพรก/Samut Prakan,719
720,Central,สมุทรปราการ,พระประแดง,บางกอบัว,Samut Prakan,Central/สมุทรปราการ/พระประแดง/บางกอบัว/Samut Prakan,720
721,Central,สมุทรปราการ,พระประแดง,บางกระสอบ,Samut Prakan,Central/สมุทรปราการ/พระประแดง/บางกระสอบ/Samut Prakan,721
722,Central,สมุทรปราการ,พระประแดง,บางยอ,Samut Prakan,Central/สมุทรปราการ/พระประแดง/บางยอ/Samut Prakan,722
723,Central,สมุทรปราการ,พระประแดง,บางกะเจ้า,Samut Prakan,Central/สมุทรปราการ/พระประแดง/บางกะเจ้า/Samut Prakan,723
724,Central,ปทุมธานี,สามโคก,บางโพธิ์เหนือ,Pathum Thani,Central/ปทุมธานี/สามโคก/บางโพธิ์เหนือ/Pathum Thani,724
725,Bangkok,กรุงเทพมหานคร,ยานนาวา,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ยานนาวา/Not Sated/Bangkok Metropolis,725
726,Central,ประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Central/ประจวบคีรีขันธ์/เมืองประจวบคีรีขันธ์/ประจวบคีรีขันธ์/Prachuap Khiri Khan,726
727,Northern,เชียงใหม่,เมืองเชียงใหม่,แม่เหียะ,Chiang Mai,Northern/เชียงใหม่/เมืองเชียงใหม่/แม่เหียะ/Chiang Mai,727
728,Northern,ตาก,เมืองตาก,ระแหง,Tak,Northern/ตาก/เมืองตาก/ระแหง/Tak,728
729,Central,สระบุรี,มวกเหล็ก,มวกเหล็ก,Saraburi,Central/สระบุรี/มวกเหล็ก/มวกเหล็ก/Saraburi,729
730,Central,สระแก้ว,อรัญประเทศ,บ้านใหม่หนองไทร,Sa Kaeo,Central/สระแก้ว/อรัญประเทศ/บ้านใหม่หนองไทร/Sa Kaeo,730
731,Central,สระแก้ว,อรัญประเทศ,อรัญประเทศ,Sa Kaeo,Central/สระแก้ว/อรัญประเทศ/อรัญประเทศ/Sa Kaeo,731
732,Central,ปราจีนบุรี,กบินทร์บุรี,บ้านนา,Prachin Buri,Central/ปราจีนบุรี/กบินทร์บุรี/บ้านนา/Prachin Buri,732
733,Central,สระแก้ว,อรัญประเทศ,ท่าข้าม,Sa Kaeo,Central/สระแก้ว/อรัญประเทศ/ท่าข้าม/Sa Kaeo,733
734,Central,สระแก้ว,อรัญประเทศ,ป่าไร่,Sa Kaeo,Central/สระแก้ว/อรัญประเทศ/ป่าไร่/Sa Kaeo,734
735,Central,สระแก้ว,Not Sated,Not Sated,Sa Kaeo,Central/สระแก้ว/Not Sated/Not Sated/Sa Kaeo,735
736,Central,ปทุมธานี,เมืองปทุมธานี,บางหลวง,Pathum Thani,Central/ปทุมธานี/เมืองปทุมธานี/บางหลวง/Pathum Thani,736
737,Central,นนทบุรี,ปากเกร็ด,Not Sated,Nonthaburi,Central/นนทบุรี/ปากเกร็ด/Not Sated/Nonthaburi,737
738,Central,พระนครศรีอยุธยา,วังน้อย,วังน้อย,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/วังน้อย/วังน้อย/Phra Nakhon Si Ayutthaya,738
739,Central,พระนครศรีอยุธยา,วังน้อย,ลำตาเสา,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/วังน้อย/ลำตาเสา/Phra Nakhon Si Ayutthaya,739
740,Central,ปทุมธานี,เมืองปทุมธานี,บ้านใหม่,Pathum Thani,Central/ปทุมธานี/เมืองปทุมธานี/บ้านใหม่/Pathum Thani,740
741,Bangkok,กรุงเทพมหานคร,ดอนเมือง,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ดอนเมือง/Not Sated/Bangkok Metropolis,741
742,Central,ระยอง,Not Sated,Not Sated,Rayong,Central/ระยอง/Not Sated/Not Sated/Rayong,742
743,Central,ประจวบคีรีขันธ์,หัวหิน,หัวหิน,Prachuap Khiri Khan,Central/ประจวบคีรีขันธ์/หัวหิน/หัวหิน/Prachuap Khiri Khan,743
744,Bangkok,กรุงเทพมหานคร,วัฒนา,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/วัฒนา/Not Sated/Bangkok Metropolis,744
745,Bangkok,กรุงเทพมหานคร,พระโขนง,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/พระโขนง/Not Sated/Bangkok Metropolis,745
746,Central,ราชบุรี,บ้านโป่ง,คุ้งพยอม,Ratchaburi,Central/ราชบุรี/บ้านโป่ง/คุ้งพยอม/Ratchaburi,746
747,Central,ราชบุรี,บ้านโป่ง,เบิกไพร,Ratchaburi,Central/ราชบุรี/บ้านโป่ง/เบิกไพร/Ratchaburi,747
748,Central,ราชบุรี,บ้านโป่ง,ลาดบัวขาว,Ratchaburi,Central/ราชบุรี/บ้านโป่ง/ลาดบัวขาว/Ratchaburi,748
749,Bangkok,กรุงเทพมหานคร,ภาษีเจริญ,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ภาษีเจริญ/Not Sated/Bangkok Metropolis,749
750,Eastern,นครราชสีมา,ปากช่อง,ปากช่อง,Nakhon Ratchasima,Eastern/นครราชสีมา/ปากช่อง/ปากช่อง/Nakhon Ratchasima,750
751,Central,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองหลวงแพ่ง,Chachoengsao,Central/ฉะเชิงเทรา/เมืองฉะเชิงเทรา/คลองหลวงแพ่ง/Chachoengsao,751
752,Central,พระนครศรีอยุธยา,พระนครศรีอยุธยา,หัวรอ,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/พระนครศรีอยุธยา/หัวรอ/Phra Nakhon Si Ayutthaya,752
753,Bangkok,กรุงเทพมหานคร,พระนคร,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/พระนคร/Not Sated/Bangkok Metropolis,753
754,Bangkok,กรุงเทพมหานคร,สัมพันธวงศ์,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/สัมพันธวงศ์/Not Sated/Bangkok Metropolis,754
755,Bangkok,กรุงเทพมหานคร,บางรัก,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/บางรัก/Not Sated/Bangkok Metropolis,755
756,Bangkok,กรุงเทพมหานคร,สาทร,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/สาทร/Not Sated/Bangkok Metropolis,756
757,Bangkok,กรุงเทพมหานคร,Pathum Wan,Lumphini,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/Pathum Wan/Lumphini/Bangkok Metropolis,757
758,Bangkok,กรุงเทพมหานคร,ปทุมวัน,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ปทุมวัน/Not Sated/Bangkok Metropolis,758
759,Bangkok,กรุงเทพมหานคร,ดุสิต,สี่แยกมหานาค,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ดุสิต/สี่แยกมหานาค/Bangkok Metropolis,759
760,Northern,พิษณุโลก,พรหมพิราม,ท่าช้าง,Phitsanulok,Northern/พิษณุโลก/พรหมพิราม/ท่าช้าง/Phitsanulok,760
761,Bangkok,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ป้อมปราบศัตรูพ่าย/Not Sated/Bangkok Metropolis,761
762,Bangkok,กรุงเทพมหานคร,บางกอกน้อย,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/บางกอกน้อย/Not Sated/Bangkok Metropolis,762
763,Central,ปทุมธานี,คลองหลวง,คลองสี่,Pathum Thani,Central/ปทุมธานี/คลองหลวง/คลองสี่/Pathum Thani,763
764,Central,ปทุมธานี,ธัญบุรี,บึงสนั่น,Pathum Thani,Central/ปทุมธานี/ธัญบุรี/บึงสนั่น/Pathum Thani,764
765,Central,นครนายก,องครักษ์,คลองใหญ่,Nakhon Nayok,Central/นครนายก/องครักษ์/คลองใหญ่/Nakhon Nayok,765
766,Northern,เชียงใหม่,เมืองเชียงใหม่,วัดเกต,Chiang Mai,Northern/เชียงใหม่/เมืองเชียงใหม่/วัดเกต/Chiang Mai,766
767,Bangkok,กรุงเทพมหานคร,ราชเทวี,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ราชเทวี/Not Sated/Bangkok Metropolis,767
768,Northern,เชียงราย,เมืองเชียงราย,นางแล,Chiang Rai,Northern/เชียงราย/เมืองเชียงราย/นางแล/Chiang Rai,768
769,Northern,พิษณุโลก,เมืองพิษณุโลก,ในเมือง,Phitsanulok,Northern/พิษณุโลก/เมืองพิษณุโลก/ในเมือง/Phitsanulok,769
770,Bangkok,กรุงเทพมหานคร,บึงกุ่ม,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/บึงกุ่ม/Not Sated/Bangkok Metropolis,770
771,Bangkok,กรุงเทพมหานคร,บางกะปิ,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/บางกะปิ/Not Sated/Bangkok Metropolis,771
772,Bangkok,กรุงเทพมหานคร,บางพลัด,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/บางพลัด/Not Sated/Bangkok Metropolis,772
773,Central,ชลบุรี,พนัสนิคม,บ้านเซิด,Chon buri,Central/ชลบุรี/พนัสนิคม/บ้านเซิด/Chon buri,773
774,Central,จันทบุรี,ท่าใหม่,คลองขุด,Chanthaburi,Central/จันทบุรี/ท่าใหม่/คลองขุด/Chanthaburi,774
775,Bangkok,กรุงเทพมหานคร,มีนบุรี,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/มีนบุรี/Not Sated/Bangkok Metropolis,775
776,Central,ชัยนาท,เมืองชัยนาท,บ้านกล้วย,Chai Nat,Central/ชัยนาท/เมืองชัยนาท/บ้านกล้วย/Chai Nat,776
777,Central,สุพรรณบุรี,เมืองสุพรรณบุรี,ท่าพี่เลี้ยง,Suphan Buri,Central/สุพรรณบุรี/เมืองสุพรรณบุรี/ท่าพี่เลี้ยง/Suphan Buri,777
778,Central,สุพรรณบุรี,เมืองสุพรรณบุรี,ท่าระหัด,Suphan Buri,Central/สุพรรณบุรี/เมืองสุพรรณบุรี/ท่าระหัด/Suphan Buri,778
779,Central,สุพรรณบุรี,เมืองสุพรรณบุรี,รั้วใหญ่,Suphan Buri,Central/สุพรรณบุรี/เมืองสุพรรณบุรี/รั้วใหญ่/Suphan Buri,779
780,Central,สุพรรณบุรี,เมืองสุพรรณบุรี,สนามชัย,Suphan Buri,Central/สุพรรณบุรี/เมืองสุพรรณบุรี/สนามชัย/Suphan Buri,780
781,Central,ฉะเชิงเทรา,บางน้ำเปรี้ยว,บึงน้ำรักษ์,Chachoengsao,Central/ฉะเชิงเทรา/บางน้ำเปรี้ยว/บึงน้ำรักษ์/Chachoengsao,781
782,Central,ฉะเชิงเทรา,บางน้ำเปรี้ยว,ศาลาแดง,Chachoengsao,Central/ฉะเชิงเทรา/บางน้ำเปรี้ยว/ศาลาแดง/Chachoengsao,782
783,Bangkok,กรุงเทพมหานคร,หนองจอก,ลำต้อยติ่ง,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/หนองจอก/ลำต้อยติ่ง/Bangkok Metropolis,783
784,Bangkok,กรุงเทพมหานคร,หนองจอก,คลองสิบ,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/หนองจอก/คลองสิบ/Bangkok Metropolis,784
785,Central,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองอุดมชลจร,Chachoengsao,Central/ฉะเชิงเทรา/เมืองฉะเชิงเทรา/คลองอุดมชลจร/Chachoengsao,785
786,Central,ปทุมธานี,ลำลูกกา,ลำไทร,Pathum Thani,Central/ปทุมธานี/ลำลูกกา/ลำไทร/Pathum Thani,786
787,Central,ปทุมธานี,ลำลูกกา,พืชอุดม,Pathum Thani,Central/ปทุมธานี/ลำลูกกา/พืชอุดม/Pathum Thani,787
788,Central,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ประตูชัย,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/พระนครศรีอยุธยา/ประตูชัย/Phra Nakhon Si Ayutthaya,788
789,Central,พระนครศรีอยุธยา,บางปะอิน,บ้านเลน,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/บางปะอิน/บ้านเลน/Phra Nakhon Si Ayutthaya,789
790,Central,พระนครศรีอยุธยา,อุทัย,คานหาม,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/อุทัย/คานหาม/Phra Nakhon Si Ayutthaya,790
791,Central,พระนครศรีอยุธยา,บางปะอิน,บ้านกรด,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/บางปะอิน/บ้านกรด/Phra Nakhon Si Ayutthaya,791
792,Central,พระนครศรีอยุธยา,อุทัย,ธนู,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/อุทัย/ธนู/Phra Nakhon Si Ayutthaya,792
793,Central,พระนครศรีอยุธยา,พระนครศรีอยุธยา,หอรัตนไชย,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/พระนครศรีอยุธยา/หอรัตนไชย/Phra Nakhon Si Ayutthaya,793
794,Central,พระนครศรีอยุธยา,บางปะอิน,สามเรือน,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/บางปะอิน/สามเรือน/Phra Nakhon Si Ayutthaya,794
795,Central,พระนครศรีอยุธยา,บางปะอิน,คลองจิก,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/บางปะอิน/คลองจิก/Phra Nakhon Si Ayutthaya,795
796,Central,พระนครศรีอยุธยา,วังน้อย,ชะแมบ,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/วังน้อย/ชะแมบ/Phra Nakhon Si Ayutthaya,796
797,Central,พระนครศรีอยุธยา,บางปะอิน,คุ้งลาน,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/บางปะอิน/คุ้งลาน/Phra Nakhon Si Ayutthaya,797
798,Central,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ไผ่ลิง,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/พระนครศรีอยุธยา/ไผ่ลิง/Phra Nakhon Si Ayutthaya,798
799,Central,พระนครศรีอยุธยา,บางปะอิน,บ้านหว้า,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/บางปะอิน/บ้านหว้า/Phra Nakhon Si Ayutthaya,799
800,Central,พระนครศรีอยุธยา,พระนครศรีอยุธยา,หันตรา,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/พระนครศรีอยุธยา/หันตรา/Phra Nakhon Si Ayutthaya,800
801,Central,พระนครศรีอยุธยา,อุทัย,อุทัย,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/อุทัย/อุทัย/Phra Nakhon Si Ayutthaya,801
802,Central,พระนครศรีอยุธยา,พระนครศรีอยุธยา,สำเภาล่ม,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/พระนครศรีอยุธยา/สำเภาล่ม/Phra Nakhon Si Ayutthaya,802
803,Central,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ท่าวาสุกรี,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/พระนครศรีอยุธยา/ท่าวาสุกรี/Phra Nakhon Si Ayutthaya,803
804,Central,พระนครศรีอยุธยา,พระนครศรีอยุธยา,กะมัง,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/พระนครศรีอยุธยา/กะมัง/Phra Nakhon Si Ayutthaya,804
805,Central,พระนครศรีอยุธยา,นครหลวง,บ่อโพง,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/นครหลวง/บ่อโพง/Phra Nakhon Si Ayutthaya,805
806,Central,พระนครศรีอยุธยา,บางปะอิน,บ้านสร้าง,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/บางปะอิน/บ้านสร้าง/Phra Nakhon Si Ayutthaya,806
807,Central,พระนครศรีอยุธยา,บางปะอิน,บางกระสั้น,Phra Nakhon Si Ayutthaya,Central/พระนครศรีอยุธยา/บางปะอิน/บางกระสั้น/Phra Nakhon Si Ayutthaya,807
808,Central,นครปฐม,เมืองนครปฐม,พระประโทน,Nakhon Pathom,Central/นครปฐม/เมืองนครปฐม/พระประโทน/Nakhon Pathom,808
809,Central,นครปฐม,บางเลน,บางเลน,Nakhon Pathom,Central/นครปฐม/บางเลน/บางเลน/Nakhon Pathom,809
810,Central,นครปฐม,กำแพงแสน,ดอนข่อย,Nakhon Pathom,Central/นครปฐม/กำแพงแสน/ดอนข่อย/Nakhon Pathom,810
811,Central,นครปฐม,ดอนตูม,ห้วยพระ,Nakhon Pathom,Central/นครปฐม/ดอนตูม/ห้วยพระ/Nakhon Pathom,811
812,Central,นครปฐม,กำแพงแสน,วังน้ำเขียว,Nakhon Pathom,Central/นครปฐม/กำแพงแสน/วังน้ำเขียว/Nakhon Pathom,812
813,Central,นครปฐม,กำแพงแสน,สระสี่มุม,Nakhon Pathom,Central/นครปฐม/กำแพงแสน/สระสี่มุม/Nakhon Pathom,813
814,Central,นครปฐม,กำแพงแสน,กระตีบ,Nakhon Pathom,Central/นครปฐม/กำแพงแสน/กระตีบ/Nakhon Pathom,814
815,Northern,แม่ฮ่องสอน,ปาย,เวียงใต้,Mae Hong Son,Northern/แม่ฮ่องสอน/ปาย/เวียงใต้/Mae Hong Son,815
816,Eastern,อุดรธานี,เมืองอุดรธานี,หมากแข้ง,Udon Thani,Eastern/อุดรธานี/เมืองอุดรธานี/หมากแข้ง/Udon Thani,816
817,Central,สิงห์บุรี,เมืองสิงห์บุรี,ต้นโพธิ์,Sing Buri,Central/สิงห์บุรี/เมืองสิงห์บุรี/ต้นโพธิ์/Sing Buri,817
818,Bangkok,กรุงเทพมหานคร,สายไหม,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/สายไหม/Not Sated/Bangkok Metropolis,818
819,Bangkok,กรุงเทพมหานคร,ลาดพร้าว,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ลาดพร้าว/Not Sated/Bangkok Metropolis,819
820,Central,นครปฐม,นครชัยศรี,ศรีมหาโพธิ์,Nakhon Pathom,Central/นครปฐม/นครชัยศรี/ศรีมหาโพธิ์/Nakhon Pathom,820
821,Central,นครปฐม,นครชัยศรี,วัดสำโรง,Nakhon Pathom,Central/นครปฐม/นครชัยศรี/วัดสำโรง/Nakhon Pathom,821
822,Central,นครปฐม,นครชัยศรี,Not Sated,Nakhon Pathom,Central/นครปฐม/นครชัยศรี/Not Sated/Nakhon Pathom,822
823,Central,นนทบุรี,ไทรน้อย,หนองเพรางาย,Nonthaburi,Central/นนทบุรี/ไทรน้อย/หนองเพรางาย/Nonthaburi,823
824,Bangkok,กรุงเทพมหานคร,ทวีวัฒนา,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ทวีวัฒนา/Not Sated/Bangkok Metropolis,824
825,Bangkok,กรุงเทพมหานคร,ศาลาธรรมสพน์,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ศาลาธรรมสพน์/Not Sated/Bangkok Metropolis,825
826,Central,ปราจีนบุรี,ศรีมหาโพธิ,ศรีมหาโพธิ,Prachin Buri,Central/ปราจีนบุรี/ศรีมหาโพธิ/ศรีมหาโพธิ/Prachin Buri,826
827,Central,ปทุมธานี,คลองหลวง,คลองห้า,Pathum Thani,Central/ปทุมธานี/คลองหลวง/คลองห้า/Pathum Thani,827
828,Central,นนทบุรี,ปากเกร็ด,เกาะเกร็ด,Nonthaburi,Central/นนทบุรี/ปากเกร็ด/เกาะเกร็ด/Nonthaburi,828
829,Central,ปทุมธานี,ลาดหลุมแก้ว,คูบางหลวง,Pathum Thani,Central/ปทุมธานี/ลาดหลุมแก้ว/คูบางหลวง/Pathum Thani,829
830,Central,สุพรรณบุรี,เมืองสุพรรณบุรี,ดอนกำยาน,Suphan Buri,Central/สุพรรณบุรี/เมืองสุพรรณบุรี/ดอนกำยาน/Suphan Buri,830
831,Central,สุพรรณบุรี,เมืองสุพรรณบุรี,พิหารแดง,Suphan Buri,Central/สุพรรณบุรี/เมืองสุพรรณบุรี/พิหารแดง/Suphan Buri,831
832,Eastern,นครราชสีมา,สูงเนิน,สูงเนิน,Nakhon Ratchasima,Eastern/นครราชสีมา/สูงเนิน/สูงเนิน/Nakhon Ratchasima,832
833,Northern,เชียงใหม่,Not Sated,Not Sated,Chiang Mai,Northern/เชียงใหม่/Not Sated/Not Sated/Chiang Mai,833
834,Central,ปราจีนบุรี,ประจันตคาม,ประจันตคาม,Prachin Buri,Central/ปราจีนบุรี/ประจันตคาม/ประจันตคาม/Prachin Buri,834
835,Central,ปราจีนบุรี,เมืองปราจีนบุรี,ดงขี้เหล็ก,Prachin Buri,Central/ปราจีนบุรี/เมืองปราจีนบุรี/ดงขี้เหล็ก/Prachin Buri,835
836,Northern,สุโขทัย,สวรรคโลก,เมืองสวรรคโลก,Sukhothai,Northern/สุโขทัย/สวรรคโลก/เมืองสวรรคโลก/Sukhothai,836
837,Central,ปทุมธานี,คลองหลวง,คลองเจ็ด,Pathum Thani,Central/ปทุมธานี/คลองหลวง/คลองเจ็ด/Pathum Thani,837
838,Central,ปทุมธานี,สามโคก,ท้ายเกาะ,Pathum Thani,Central/ปทุมธานี/สามโคก/ท้ายเกาะ/Pathum Thani,838
839,Central,ปทุมธานี,ลาดหลุมแก้ว,หน้าไม้,Pathum Thani,Central/ปทุมธานี/ลาดหลุมแก้ว/หน้าไม้/Pathum Thani,839
840,Central,นนทบุรี,ไทรน้อย,ขุนศรี,Nonthaburi,Central/นนทบุรี/ไทรน้อย/ขุนศรี/Nonthaburi,840
841,Central,นนทบุรี,ไทรน้อย,ราษฎร์นิยม,Nonthaburi,Central/นนทบุรี/ไทรน้อย/ราษฎร์นิยม/Nonthaburi,841
842,Central,นครนายก,เมืองนครนายก,พรหมณี,Nakhon Nayok,Central/นครนายก/เมืองนครนายก/พรหมณี/Nakhon Nayok,842
843,Central,สุพรรณบุรี,บางปลาม้า,โคกคราม,Suphan Buri,Central/สุพรรณบุรี/บางปลาม้า/โคกคราม/Suphan Buri,843
