,region,province,district,sub_district,province_eng,location,location_id
0,Southern,นราธิวาส,เมืองนราธิวาส,บางนาค,Narathiwat,Southern/นราธิวาส/เมืองนราธิวาส/บางนาค/Narathiwat,0
1,Southern,นราธิวาส,เมืองนราธิวาส,ลำภู,Narathiwat,Southern/นราธิวาส/เมืองนราธิวาส/ลำภู/Narathiwat,1
2,Southern,นราธิวาส,เมืองนราธิวาส,โคกเคียน,Narathiwat,Southern/นราธิวาส/เมืองนราธิวาส/โคกเคียน/Narathiwat,2
3,Southern,นราธิวาส,เมืองนราธิวาส,กะลุวอเหนือ,Narathiwat,Southern/นราธิวาส/เมืองนราธิวาส/กะลุวอเหนือ/Narathiwat,3
4,Southern,นราธิวาส,เมืองนราธิวาส,Not Sated,Narathiwat,Southern/นราธิวาส/เมืองนราธิวาส/Not Sated/Narathiwat,4
5,Southern,ยะลา,เมืองยะลา,สะเตง,Yala,Southern/ยะลา/เมืองยะลา/สะเตง/Yala,5
6,Southern,ยะลา,เมืองยะลา,สะเตงนอก,Yala,Southern/ยะลา/เมืองยะลา/สะเตงนอก/Yala,6
7,Southern,ยะลา,เมืองยะลา,ยะลา,Yala,Southern/ยะลา/เมืองยะลา/ยะลา/Yala,7
8,Southern,ยะลา,เมืองยะลา,ท่าสาป,Yala,Southern/ยะลา/เมืองยะลา/ท่าสาป/Yala,8
9,Southern,ปัตตานี,ยะรัง,เขาตูม,Pattani,Southern/ปัตตานี/ยะรัง/เขาตูม/Pattani,9
10,Southern,ยะลา,Not Sated,Not Sated,Yala,Southern/ยะลา/Not Sated/Not Sated/Yala,10
11,Southern,ปัตตานี,เมืองปัตตานี,บานา,Pattani,Southern/ปัตตานี/เมืองปัตตานี/บานา/Pattani,11
12,Southern,ปัตตานี,เมืองปัตตานี,สะบารัง,Pattani,Southern/ปัตตานี/เมืองปัตตานี/สะบารัง/Pattani,12
13,Southern,ปัตตานี,เมืองปัตตานี,รูสะมิแล,Pattani,Southern/ปัตตานี/เมืองปัตตานี/รูสะมิแล/Pattani,13
14,Southern,ปัตตานี,เมืองปัตตานี,จะบังติกอ,Pattani,Southern/ปัตตานี/เมืองปัตตานี/จะบังติกอ/Pattani,14
15,Southern,ปัตตานี,เมืองปัตตานี,อาเนาะรู,Pattani,Southern/ปัตตานี/เมืองปัตตานี/อาเนาะรู/Pattani,15
16,Southern,ปัตตานี,เมืองปัตตานี,ตะลุโบะ,Pattani,Southern/ปัตตานี/เมืองปัตตานี/ตะลุโบะ/Pattani,16
17,Southern,ปัตตานี,หนองจิก,ตุยง,Pattani,Southern/ปัตตานี/หนองจิก/ตุยง/Pattani,17
18,Southern,ปัตตานี,หนองจิก,ดอนรัก,Pattani,Southern/ปัตตานี/หนองจิก/ดอนรัก/Pattani,18
19,Southern,ปัตตานี,ยะหริ่ง,แหลมโพธิ์,Pattani,Southern/ปัตตานี/ยะหริ่ง/แหลมโพธิ์/Pattani,19
20,Southern,ปัตตานี,เมืองปัตตานี,ตันหยงลุโละ,Pattani,Southern/ปัตตานี/เมืองปัตตานี/ตันหยงลุโละ/Pattani,20
21,Southern,ปัตตานี,ยะหริ่ง,บางปู,Pattani,Southern/ปัตตานี/ยะหริ่ง/บางปู/Pattani,21
22,Southern,ปัตตานี,เมืองปัตตานี,บาราโหม,Pattani,Southern/ปัตตานี/เมืองปัตตานี/บาราโหม/Pattani,22
23,Southern,ปัตตานี,ยะรัง,ยะรัง,Pattani,Southern/ปัตตานี/ยะรัง/ยะรัง/Pattani,23
24,Southern,ปัตตานี,หนองจิก,บางตาวา,Pattani,Southern/ปัตตานี/หนองจิก/บางตาวา/Pattani,24
25,Eastern,สุรินทร์,บัวเชด,สะเดา,Surin,Eastern/สุรินทร์/บัวเชด/สะเดา/Surin,25
26,Southern,ปัตตานี,Not Sated,Not Sated,Pattani,Southern/ปัตตานี/Not Sated/Not Sated/Pattani,26
27,Southern,สงขลา,หาดใหญ่,หาดใหญ่,Songkhla,Southern/สงขลา/หาดใหญ่/หาดใหญ่/Songkhla,27
28,Southern,สงขลา,หาดใหญ่,ควนลัง,Songkhla,Southern/สงขลา/หาดใหญ่/ควนลัง/Songkhla,28
29,Southern,สงขลา,เมืองสงขลา,บ่อยาง,Songkhla,Southern/สงขลา/เมืองสงขลา/บ่อยาง/Songkhla,29
30,Southern,สงขลา,หาดใหญ่,คลองแห,Songkhla,Southern/สงขลา/หาดใหญ่/คลองแห/Songkhla,30
31,Southern,สงขลา,หาดใหญ่,คอหงส์,Songkhla,Southern/สงขลา/หาดใหญ่/คอหงส์/Songkhla,31
32,Southern,สงขลา,เมืองสงขลา,เขารูปช้าง,Songkhla,Southern/สงขลา/เมืองสงขลา/เขารูปช้าง/Songkhla,32
33,Southern,สงขลา,หาดใหญ่,บ้านพรุ,Songkhla,Southern/สงขลา/หาดใหญ่/บ้านพรุ/Songkhla,33
34,Southern,สงขลา,หาดใหญ่,คลองอู่ตะเภา,Songkhla,Southern/สงขลา/หาดใหญ่/คลองอู่ตะเภา/Songkhla,34
35,Southern,สงขลา,เมืองสงขลา,พะวง,Songkhla,Southern/สงขลา/เมืองสงขลา/พะวง/Songkhla,35
36,Southern,สงขลา,สิงหนคร,หัวเขา,Songkhla,Southern/สงขลา/สิงหนคร/หัวเขา/Songkhla,36
37,Bangkok,กรุงเทพมหานคร,พระนคร,บวรนิเวศ,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/พระนคร/บวรนิเวศ/Bangkok Metropolis,37
38,Bangkok,กรุงเทพมหานคร,บึงกุ่ม,นวลจันทร์,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/บึงกุ่ม/นวลจันทร์/Bangkok Metropolis,38
39,Central,สมุทรปราการ,พระสมุทรเจดีย์,บ้านคลองสวน,Samut Prakan,Central/สมุทรปราการ/พระสมุทรเจดีย์/บ้านคลองสวน/Samut Prakan,39
40,Southern,สงขลา,บางกล่ำ,ท่าช้าง,Songkhla,Southern/สงขลา/บางกล่ำ/ท่าช้าง/Songkhla,40
41,Southern,สงขลา,หาดใหญ่,น้ำน้อย,Songkhla,Southern/สงขลา/หาดใหญ่/น้ำน้อย/Songkhla,41
42,Southern,สงขลา,เมืองสงขลา,เกาะยอ,Songkhla,Southern/สงขลา/เมืองสงขลา/เกาะยอ/Songkhla,42
43,Southern,สงขลา,คลองหอยโข่ง,คลองหลา,Songkhla,Southern/สงขลา/คลองหอยโข่ง/คลองหลา/Songkhla,43
44,Southern,สงขลา,หาดใหญ่,ท่าข้าม,Songkhla,Southern/สงขลา/หาดใหญ่/ท่าข้าม/Songkhla,44
45,Southern,สงขลา,หาดใหญ่,คูเต่า,Songkhla,Southern/สงขลา/หาดใหญ่/คูเต่า/Songkhla,45
46,Southern,สงขลา,หาดใหญ่,Not Sated,Songkhla,Southern/สงขลา/หาดใหญ่/Not Sated/Songkhla,46
47,Southern,สงขลา,บางกล่ำ,บ้านหาร,Songkhla,Southern/สงขลา/บางกล่ำ/บ้านหาร/Songkhla,47
48,Southern,สงขลา,เมืองสงขลา,Not Sated,Songkhla,Southern/สงขลา/เมืองสงขลา/Not Sated/Songkhla,48
49,Southern,สงขลา,นาหม่อม,นาหม่อม,Songkhla,Southern/สงขลา/นาหม่อม/นาหม่อม/Songkhla,49
50,Bangkok,กรุงเทพมหานคร,สาทร,ทุ่งวัดดอน,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/สาทร/ทุ่งวัดดอน/Bangkok Metropolis,50
51,Southern,สงขลา,เมืองสงขลา,ทุ่งหวัง,Songkhla,Southern/สงขลา/เมืองสงขลา/ทุ่งหวัง/Songkhla,51
52,Southern,สงขลา,Not Sated,Not Sated,Songkhla,Southern/สงขลา/Not Sated/Not Sated/Songkhla,52
53,Southern,สงขลา,หาดใหญ่,ทุ่งใหญ่,Songkhla,Southern/สงขลา/หาดใหญ่/ทุ่งใหญ่/Songkhla,53
54,Southern,สงขลา,เมืองสงขลา,เกาะแต้ว,Songkhla,Southern/สงขลา/เมืองสงขลา/เกาะแต้ว/Songkhla,54
55,Southern,พัทลุง,เมืองพัทลุง,ท่ามิหรำ,Phatthalung,Southern/พัทลุง/เมืองพัทลุง/ท่ามิหรำ/Phatthalung,55
56,Southern,พัทลุง,เมืองพัทลุง,คูหาสวรรค์,Phatthalung,Southern/พัทลุง/เมืองพัทลุง/คูหาสวรรค์/Phatthalung,56
57,Southern,พัทลุง,เมืองพัทลุง,ท่าแค,Phatthalung,Southern/พัทลุง/เมืองพัทลุง/ท่าแค/Phatthalung,57
58,Central,นครปฐม,สามพราน,ท่าตลาด,Nakhon Pathom,Central/นครปฐม/สามพราน/ท่าตลาด/Nakhon Pathom,58
59,Southern,สงขลา,บางกล่ำ,แม่ทอม,Songkhla,Southern/สงขลา/บางกล่ำ/แม่ทอม/Songkhla,59
60,Southern,ตรัง,เมืองตรัง,ตรัง,Trang,Southern/ตรัง/เมืองตรัง/ตรัง/Trang,60
61,Southern,ตรัง,เมืองตรัง,บ้านควน,Trang,Southern/ตรัง/เมืองตรัง/บ้านควน/Trang,61
62,Southern,ตรัง,เมืองตรัง,ทับเที่ยง,Trang,Southern/ตรัง/เมืองตรัง/ทับเที่ยง/Trang,62
63,Southern,ตรัง,เมืองตรัง,Not Sated,Trang,Southern/ตรัง/เมืองตรัง/Not Sated/Trang,63
64,Southern,ตรัง,เมืองตรัง,นาตาล่วง,Trang,Southern/ตรัง/เมืองตรัง/นาตาล่วง/Trang,64
65,Southern,ตรัง,เมืองตรัง,บ้านโพธิ์,Trang,Southern/ตรัง/เมืองตรัง/บ้านโพธิ์/Trang,65
66,Southern,ตรัง,เมืองตรัง,ควนปริง,Trang,Southern/ตรัง/เมืองตรัง/ควนปริง/Trang,66
67,Bangkok,กรุงเทพมหานคร,บางกอกน้อย,บางขุนนนท์,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/บางกอกน้อย/บางขุนนนท์/Bangkok Metropolis,67
68,Southern,ตรัง,Not Sated,Not Sated,Trang,Southern/ตรัง/Not Sated/Not Sated/Trang,68
69,Bangkok,กรุงเทพมหานคร,บางรัก,บางรัก,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/บางรัก/บางรัก/Bangkok Metropolis,69
70,Southern,พัทลุง,เมืองพัทลุง,เขาเจียก,Phatthalung,Southern/พัทลุง/เมืองพัทลุง/เขาเจียก/Phatthalung,70
71,Southern,พัทลุง,เมืองพัทลุง,โคกชะงาย,Phatthalung,Southern/พัทลุง/เมืองพัทลุง/โคกชะงาย/Phatthalung,71
72,Southern,พัทลุง,เมืองพัทลุง,ตำนาน,Phatthalung,Southern/พัทลุง/เมืองพัทลุง/ตำนาน/Phatthalung,72
73,Southern,พัทลุง,เมืองพัทลุง,ควนมะพร้าว,Phatthalung,Southern/พัทลุง/เมืองพัทลุง/ควนมะพร้าว/Phatthalung,73
74,Southern,พัทลุง,เมืองพัทลุง,นาท่อม,Phatthalung,Southern/พัทลุง/เมืองพัทลุง/นาท่อม/Phatthalung,74
75,Southern,พัทลุง,เมืองพัทลุง,พญาขัน,Phatthalung,Southern/พัทลุง/เมืองพัทลุง/พญาขัน/Phatthalung,75
76,Southern,พัทลุง,ควนขนุน,พนมวังก์,Phatthalung,Southern/พัทลุง/ควนขนุน/พนมวังก์/Phatthalung,76
77,Southern,พัทลุง,เมืองพัทลุง,ปรางหมู่,Phatthalung,Southern/พัทลุง/เมืองพัทลุง/ปรางหมู่/Phatthalung,77
78,Southern,พัทลุง,เมืองพัทลุง,ลำปำ,Phatthalung,Southern/พัทลุง/เมืองพัทลุง/ลำปำ/Phatthalung,78
79,Southern,พัทลุง,ควนขนุน,ควนขนุน,Phatthalung,Southern/พัทลุง/ควนขนุน/ควนขนุน/Phatthalung,79
80,Central,นครปฐม,นครชัยศรี,ศีรษะทอง,Nakhon Pathom,Central/นครปฐม/นครชัยศรี/ศีรษะทอง/Nakhon Pathom,80
81,Southern,ภูเก็ต,เมืองภูเก็ต,ราไวย์,Phuket,Southern/ภูเก็ต/เมืองภูเก็ต/ราไวย์/Phuket,81
82,Southern,ภูเก็ต,เมืองภูเก็ต,วิชิต,Phuket,Southern/ภูเก็ต/เมืองภูเก็ต/วิชิต/Phuket,82
83,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,คลัง,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/คลัง/Nakhon Si Thammarat,83
84,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าวัง,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/ท่าวัง/Nakhon Si Thammarat,84
85,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,โพธิ์เสด็จ,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/โพธิ์เสด็จ/Nakhon Si Thammarat,85
86,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ในเมือง,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/ในเมือง/Nakhon Si Thammarat,86
87,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,มะม่วงสองต้น,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/มะม่วงสองต้น/Nakhon Si Thammarat,87
88,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่างิ้ว,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/ท่างิ้ว/Nakhon Si Thammarat,88
89,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ปากนคร,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/ปากนคร/Nakhon Si Thammarat,89
90,Southern,นครศรีธรรมราช,พระพรหม,นาสาร,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/พระพรหม/นาสาร/Nakhon Si Thammarat,90
91,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าเรือ,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/ท่าเรือ/Nakhon Si Thammarat,91
92,Southern,นครศรีธรรมราช,พระพรหม,ช้างซ้าย,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/พระพรหม/ช้างซ้าย/Nakhon Si Thammarat,92
93,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ปากพูน,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/ปากพูน/Nakhon Si Thammarat,93
94,Eastern,นครราชสีมา,เมืองนครราชสีมา,หัวทะเล,Nakhon Ratchasima,Eastern/นครราชสีมา/เมืองนครราชสีมา/หัวทะเล/Nakhon Ratchasima,94
95,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ไชยมนตรี,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/ไชยมนตรี/Nakhon Si Thammarat,95
96,Southern,นครศรีธรรมราช,พระพรหม,นาพรุ,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/พระพรหม/นาพรุ/Nakhon Si Thammarat,96
97,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าไร่,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/ท่าไร่/Nakhon Si Thammarat,97
98,Bangkok,กรุงเทพมหานคร,หนองจอก,หนองจอก,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/หนองจอก/หนองจอก/Bangkok Metropolis,98
99,Southern,นครศรีธรรมราช,ทุ่งสง,เขาขาว,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/ทุ่งสง/เขาขาว/Nakhon Si Thammarat,99
100,Southern,นครศรีธรรมราช,ร่อนพิบูลย์,ร่อนพิบูลย์,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/ร่อนพิบูลย์/ร่อนพิบูลย์/Nakhon Si Thammarat,100
101,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,บางจาก,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/บางจาก/Nakhon Si Thammarat,101
102,Southern,นครศรีธรรมราช,Not Sated,Not Sated,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/Not Sated/Not Sated/Nakhon Si Thammarat,102
103,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,นาเคียน,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/นาเคียน/Nakhon Si Thammarat,103
104,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าซัก,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/ท่าซัก/Nakhon Si Thammarat,104
105,Central,นนทบุรี,ปากเกร็ด,บ้านใหม่,Nonthaburi,Central/นนทบุรี/ปากเกร็ด/บ้านใหม่/Nonthaburi,105
106,Southern,นครศรีธรรมราช,เมืองนครศรีธรรมราช,Not Sated,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/เมืองนครศรีธรรมราช/Not Sated/Nakhon Si Thammarat,106
107,Southern,ภูเก็ต,กะทู้,กะทู้,Phuket,Southern/ภูเก็ต/กะทู้/กะทู้/Phuket,107
108,Southern,ภูเก็ต,เมืองภูเก็ต,ตลาดเหนือ,Phuket,Southern/ภูเก็ต/เมืองภูเก็ต/ตลาดเหนือ/Phuket,108
109,Southern,ภูเก็ต,เมืองภูเก็ต,รัษฎา,Phuket,Southern/ภูเก็ต/เมืองภูเก็ต/รัษฎา/Phuket,109
110,Southern,ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,Phuket,Southern/ภูเก็ต/เมืองภูเก็ต/ตลาดใหญ่/Phuket,110
111,Bangkok,กรุงเทพมหานคร,ประเวศ,หนองบอน,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ประเวศ/หนองบอน/Bangkok Metropolis,111
112,Southern,ภูเก็ต,ถลาง,ศรีสุนทร,Phuket,Southern/ภูเก็ต/ถลาง/ศรีสุนทร/Phuket,112
113,Southern,ภูเก็ต,กะทู้,ป่าตอง,Phuket,Southern/ภูเก็ต/กะทู้/ป่าตอง/Phuket,113
114,Southern,ภูเก็ต,เมืองภูเก็ต,เกาะแก้ว,Phuket,Southern/ภูเก็ต/เมืองภูเก็ต/เกาะแก้ว/Phuket,114
115,Bangkok,กรุงเทพมหานคร,พระนคร,บ้านพานถม,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/พระนคร/บ้านพานถม/Bangkok Metropolis,115
116,Bangkok,กรุงเทพมหานคร,วังทองหลาง,พลับพลา,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/วังทองหลาง/พลับพลา/Bangkok Metropolis,116
117,Southern,ภูเก็ต,เมืองภูเก็ต,Not Sated,Phuket,Southern/ภูเก็ต/เมืองภูเก็ต/Not Sated/Phuket,117
118,Bangkok,กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/สาทร/ทุ่งมหาเมฆ/Bangkok Metropolis,118
119,Bangkok,กรุงเทพมหานคร,คลองเตย,พระโขนง,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/คลองเตย/พระโขนง/Bangkok Metropolis,119
120,Southern,ภูเก็ต,เมืองภูเก็ต,ฉลอง,Phuket,Southern/ภูเก็ต/เมืองภูเก็ต/ฉลอง/Phuket,120
121,Southern,ภูเก็ต,ถลาง,เชิงทะเล,Phuket,Southern/ภูเก็ต/ถลาง/เชิงทะเล/Phuket,121
122,Southern,ภูเก็ต,เมืองภูเก็ต,กะรน,Phuket,Southern/ภูเก็ต/เมืองภูเก็ต/กะรน/Phuket,122
123,Bangkok,กรุงเทพมหานคร,คลองสามวา,Not Sated,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/คลองสามวา/Not Sated/Bangkok Metropolis,123
124,Northern,น่าน,เมืองน่าน,ในเวียง,Nan,Northern/น่าน/เมืองน่าน/ในเวียง/Nan,124
125,Bangkok,กรุงเทพมหานคร,ภาษีเจริญ,บางด้วน,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/ภาษีเจริญ/บางด้วน/Bangkok Metropolis,125
126,Bangkok,กรุงเทพมหานคร,พระนคร,พระบรมมหาราชวัง,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/พระนคร/พระบรมมหาราชวัง/Bangkok Metropolis,126
127,Southern,ภูเก็ต,ถลาง,สาคู,Phuket,Southern/ภูเก็ต/ถลาง/สาคู/Phuket,127
128,Southern,ภูเก็ต,ถลาง,เทพกระษัตรี,Phuket,Southern/ภูเก็ต/ถลาง/เทพกระษัตรี/Phuket,128
129,Southern,กระบี่,เมืองกระบี่,อ่าวนาง,Krabi,Southern/กระบี่/เมืองกระบี่/อ่าวนาง/Krabi,129
130,Southern,ภูเก็ต,ถลาง,ป่าคลอก,Phuket,Southern/ภูเก็ต/ถลาง/ป่าคลอก/Phuket,130
131,Central,ชลบุรี,พนัสนิคม,พนัสนิคม,Chon buri,Central/ชลบุรี/พนัสนิคม/พนัสนิคม/Chon buri,131
132,Southern,นครศรีธรรมราช,พรหมคีรี,อินคีรี,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/พรหมคีรี/อินคีรี/Nakhon Si Thammarat,132
133,Southern,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,มะขามเตี้ย,Surat Thani,Southern/สุราษฎร์ธานี/เมืองสุราษฎร์ธานี/มะขามเตี้ย/Surat Thani,133
134,Southern,สุราษฎร์ธานี,พุนพิน,ท่าข้าม,Surat Thani,Southern/สุราษฎร์ธานี/พุนพิน/ท่าข้าม/Surat Thani,134
135,Southern,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,วัดประดู่,Surat Thani,Southern/สุราษฎร์ธานี/เมืองสุราษฎร์ธานี/วัดประดู่/Surat Thani,135
136,Southern,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,บางกุ้ง,Surat Thani,Southern/สุราษฎร์ธานี/เมืองสุราษฎร์ธานี/บางกุ้ง/Surat Thani,136
137,Southern,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,ขุนทะเล,Surat Thani,Southern/สุราษฎร์ธานี/เมืองสุราษฎร์ธานี/ขุนทะเล/Surat Thani,137
138,Southern,สุราษฎร์ธานี,กาญจนดิษฐ์,ทุ่งกง,Surat Thani,Southern/สุราษฎร์ธานี/กาญจนดิษฐ์/ทุ่งกง/Surat Thani,138
139,Southern,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,ตลาด,Surat Thani,Southern/สุราษฎร์ธานี/เมืองสุราษฎร์ธานี/ตลาด/Surat Thani,139
140,Southern,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,บางชนะ,Surat Thani,Southern/สุราษฎร์ธานี/เมืองสุราษฎร์ธานี/บางชนะ/Surat Thani,140
141,Southern,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,บางโพธิ์,Surat Thani,Southern/สุราษฎร์ธานี/เมืองสุราษฎร์ธานี/บางโพธิ์/Surat Thani,141
142,Southern,สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าทองใหม่,Surat Thani,Southern/สุราษฎร์ธานี/กาญจนดิษฐ์/ท่าทองใหม่/Surat Thani,142
143,Southern,สุราษฎร์ธานี,พุนพิน,พุนพิน,Surat Thani,Southern/สุราษฎร์ธานี/พุนพิน/พุนพิน/Surat Thani,143
144,Southern,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,Not Sated,Surat Thani,Southern/สุราษฎร์ธานี/เมืองสุราษฎร์ธานี/Not Sated/Surat Thani,144
145,Southern,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,คลองน้อย,Surat Thani,Southern/สุราษฎร์ธานี/เมืองสุราษฎร์ธานี/คลองน้อย/Surat Thani,145
146,Southern,นครศรีธรรมราช,ลานสกา,กำโลน,Nakhon Si Thammarat,Southern/นครศรีธรรมราช/ลานสกา/กำโลน/Nakhon Si Thammarat,146
147,Bangkok,กรุงเทพมหานคร,บางกะปิ,คลองจั่น,Bangkok Metropolis,Bangkok/กรุงเทพมหานคร/บางกะปิ/คลองจั่น/Bangkok Metropolis,147
148,Central,สมุทรสาคร,เมืองสมุทรสาคร,ท่าทราย,Samut Sakhon,Central/สมุทรสาคร/เมืองสมุทรสาคร/ท่าทราย/Samut Sakhon,148
149,Southern,สุราษฎร์ธานี,พุนพิน,หัวเตย,Surat Thani,Southern/สุราษฎร์ธานี/พุนพิน/หัวเตย/Surat Thani,149
150,Southern,สุราษฎร์ธานี,ท่าฉาง,คลองไทร,Surat Thani,Southern/สุราษฎร์ธานี/ท่าฉาง/คลองไทร/Surat Thani,150
151,Southern,สุราษฎร์ธานี,พุนพิน,มะลวน,Surat Thani,Southern/สุราษฎร์ธานี/พุนพิน/มะลวน/Surat Thani,151
152,Southern,สุราษฎร์ธานี,พุนพิน,หนองไทร,Surat Thani,Southern/สุราษฎร์ธานี/พุนพิน/หนองไทร/Surat Thani,152
153,Southern,สุราษฎร์ธานี,พุนพิน,ศรีวิชัย,Surat Thani,Southern/สุราษฎร์ธานี/พุนพิน/ศรีวิชัย/Surat Thani,153
154,Southern,สุราษฎร์ธานี,เกาะสมุย,บ่อผุด,Surat Thani,Southern/สุราษฎร์ธานี/เกาะสมุย/บ่อผุด/Surat Thani,154
155,Southern,ระนอง,เมืองระนอง,เขานิเวศน์,Ranong,Southern/ระนอง/เมืองระนอง/เขานิเวศน์/Ranong,155
156,Southern,ระนอง,เมืองระนอง,บางริ้น,Ranong,Southern/ระนอง/เมืองระนอง/บางริ้น/Ranong,156
157,Southern,ระนอง,เมืองระนอง,บางนอน,Ranong,Southern/ระนอง/เมืองระนอง/บางนอน/Ranong,157
158,Southern,ชุมพร,เมืองชุมพร,ท่าตะเภา,Chumphon,Southern/ชุมพร/เมืองชุมพร/ท่าตะเภา/Chumphon,158
159,Southern,ชุมพร,เมืองชุมพร,นาทุ่ง,Chumphon,Southern/ชุมพร/เมืองชุมพร/นาทุ่ง/Chumphon,159
160,Southern,ชุมพร,เมืองชุมพร,วังไผ่,Chumphon,Southern/ชุมพร/เมืองชุมพร/วังไผ่/Chumphon,160
161,Southern,ชุมพร,เมืองชุมพร,ตากแดด,Chumphon,Southern/ชุมพร/เมืองชุมพร/ตากแดด/Chumphon,161
162,Southern,ชุมพร,เมืองชุมพร,บางลึก,Chumphon,Southern/ชุมพร/เมืองชุมพร/บางลึก/Chumphon,162
163,Southern,ชุมพร,เมืองชุมพร,บางหมาก,Chumphon,Southern/ชุมพร/เมืองชุมพร/บางหมาก/Chumphon,163
164,Central,ตราด,เมืองตราด,วังกระแจะ,Trat,Central/ตราด/เมืองตราด/วังกระแจะ/Trat,164
165,Central,ตราด,เมืองตราด,บางพระ,Trat,Central/ตราด/เมืองตราด/บางพระ/Trat,165
166,Central,ตราด,เมืองตราด,หนองเสม็ด,Trat,Central/ตราด/เมืองตราด/หนองเสม็ด/Trat,166
167,Central,ตราด,เมืองตราด,เนินทราย,Trat,Central/ตราด/เมืองตราด/เนินทราย/Trat,167
168,Central,ตราด,Not Sated,Not Sated,Trat,Central/ตราด/Not Sated/Not Sated/Trat,168
169,Central,ระยอง,เมืองระยอง,ตะพง,Rayong,Central/ระยอง/เมืองระยอง/ตะพง/Rayong,169
170,Central,ระยอง,เมืองระยอง,บ้านเพ,Rayong,Central/ระยอง/เมืองระยอง/บ้านเพ/Rayong,170
171,Central,ระยอง,เมืองระยอง,เพ,Rayong,Central/ระยอง/เมืองระยอง/เพ/Rayong,171
