,name_chain,chain_id
1225,Sizzler To Go (ซิสเล่อร์ ทู โก),1225
1226,Ampersand Boutique (แอมเพอร์แซนด์ บูทีค),1226
1227,Kinlenn Eatery & Play,1227
1228,Man Fu Yuan Kitchen,1228
1229,Hou Yuu,1229
1230,Hinoya curry,1230
1231,ผัดไทย by Eureka (ผัดไทย บาย ยูเรก้า),1231
1232,Koomi  (คูมิ),1232
1233,ข้าวแกงเฮียเพ้ง ,1233
1234,Kay's Boutique Breakfast (เคย์ บูติค),1234
1235,ถูกเส้นเล่นท่า ก๋วยเตี๋ยวเรือสูตรท่าน้ำอยุธยา,1235
1236,PAAK,1236
1237,Hip Bowl  (ฮิป โบลว์),1237
1238,Hom Duan (หอม ด่วน),1238
1239,Salt // Pepper (ซอลท์เปปเปอร์),1239
1240,Charna (ฌานา),1240
1241,De Tummour by HF (เดอ ตำ มั่ว),1241
1242,The Raw Bar,1242
1243,Chilli Thai Restaurant,1243
1244,the DOCK (เดอะดอค),1244
1245,Bomber Dog ,1245
1246,โจ๊กพุทธมณฑล,1246
1247,ไก่ต้มน้ำปลาฐิติพร,1247
1248,ขนมครกใบเตย ,1248
1249,บ้านนารา ขนมเบื้องไทย,1249
1250,Paris Mikki (ปารีสมิกิ),1250
1251,Pinkberry (พิ้งก์เบอรี่),1251
1252,420 Cannabis Bar,1252
1253,Eureka Coffee tap,1253
1254,Alto Coffee Roasters (อัลโต้ คอฟฟี่ โรสเตอร์ส),1254
1255,Moomin Pop,1255
1256,Red Hat Thailand,1256
1257,โคตรยำ,1257
1258,Thai Suki & Shabu No.1 (ไทยสุกี้ แอนด์ ชาบู NO. 1 ),1258
1259,Crepes & Co (เครปส์ แอนด์ โค),1259
1260,"It's ""happened to be"" a Fox Princess and a Spider",1260
1261,Fantuan Thailand,1261
1262,เจ๊แดง,1262
1263,Aoringo Japanese Curry Place (อาโอรินโกะ),1263
1264,AL SARAY (อัลซาราย),1264
1265,R&B KARAOKE,1265
1266,Mongkok Sukiyaki,1266
1267,Pizza Massilia,1267
1268,The Lobster Lab,1268
1269,De Bear Express By Shabu De Bear,1269
1270,ไก่ทอดเจ๊กี,1270
1271,หยู่อี่เจ,1271
1272,Epia (อีเปีย),1272
1273,ต้นกก,1273
1274,ThongSmith (ทองสมิทธ์),1274
1275,ตั้งซุ่ยเฮงโภชนา,1275
1276,kanomsiam (ขนมสยาม),1276
1277,Garrett Popcorn (การ์เร็ต ป๊อปคอร์น),1277
1278,ไฮเช็งลูกชิ้นปลา จุฬาฯ9,1278
1279,โรงสีโภชนา,1279
1280,Ben's Cookies Thailand,1280
1281, Easy! Buddy (อีซี่! บั๊ดดี้),1281
1282,นายเม้งบะหมี่ปู เกี๊ยวกุ้งยักษ์,1282
1283,บ๊วยโภชนา,1283
1284,Shabeebee House (ฌาบีบี เฮ้าส์),1284
1285,Mika Pâtisserie,1285
1286,HOKKEE KITCHEN (ฮกกี่ คิทเช่น),1286
1287,Ramen Tei (ราเมนเทอิ),1287
1288,LarnaHouse (ลาร์นา เฮ้าส์),1288
1289,Jip Jip สังขยา&นมสด,1289
1290,Soho Pizza,1290
1291,Charm Eatery and Bar,1291
1292,สุกี้ยากี้เมาเวอริค,1292
1293,Osaka Ohsho (โอซากา โอโช),1293
1294,เพ้งโภชนา ก๋วยเตี๋ยวคั่วไก่,1294
1295,Gindaco (กินดาโกะ),1295
1296,Guichai Maeaoy (กุยช่ายแม่อ้อย),1296
1297,ทองย้อยคาเฟ่,1297
1298,เลิศทิพย์  ( ปูทะเลไข่ดอง ) เชลชวนชิม (เลิศทิพย์  บาย เชฟ กิ๊ก),1298
1299,Somtum Der (ส้มตำเด้อ),1299
1300,Say Chiizu Toast,1300
1301,LUKA (ลูก้า),1301
1302,Omu Japanese omurice & cafe (โอมุ),1302
1303,ก๋วยเตี๋ยวกั้งบ้านเพ,1303
1304,Buddhi Belly (บุดดี้ เบลลี่),1304
1305,Mango Tango (แมงโก้แทงโก้),1305
1306,ขนมปังเจ้าอร่อยเด็ด เยาวราช,1306
1307,Fowlmouth,1307
1308,Cafe de Tu (คาเฟ่ เดอ ตู),1308
1309,พานพบ คาเฟ่,1309
1310,Sato no Udon (ซาโตะ โนะ อุด้ง),1310
1311,ก๋วยจั๊บดำเนิน,1311
1312,Hello Yogurt (ฮัลโหล โยเกิร์ต),1312
1313,Bunditkim Kho mun gai (บัณฑิตคิมข้าวมันไก่),1313
1314,Teaspinn (ทีสปินส์),1314
1315,KOF (คอฟ),1315
1316,The Ninth Cafe (เดอะ ไนนท์ คาเฟ่),1316
1317,GAJA & GaBeans,1317
1318,Teru Sushi Bistro (เทรุ ซูชิ บิสโทร),1318
1319,Seven Sins,1319
1320,Billion Beef (บิลเลี่ยน บีฟ),1320
1321,นิปปอนไกด์มาร์เก็ต,1321
1322,You Hunt We Cook,1322
1323,ข้าว,1323
1324,อุ๊ตะ หมูย่าง,1324
1325,Pezzo Pizza,1325
1326,Aokkainoom (อกไก่นุ่ม ชุ่มความรัก...สุขภาพ),1326
1327,Chakuma (ชาคุมะ),1327
1328,Khew Whan,1328
1329,Lemonney น้ำผึ้งมะนาวสด,1329
1330,วัยรุ่นพารวย,1330
1331,ส้มตำฟิวชั่น ปะป้าลุง ,1331
1332,Mu Mu Cha,1332
1333,กาแฟเขาทะลุชุมพร,1333
1334,Up to you dessert cafe (อัพ ทู ยู  ดี เสิร์ท คาเฟ่),1334
1335,ZO Coffee,1335
1336,Early Bird Cafe,1336
1337,BearleeBee (แบร์ลีบี),1337
1338,F.A.C.T,1338
1339,บางหวาน - Bangwan Sweet Station,1339
1340,Hok lee (ฮกหลี นู้ดเดิ้ล),1340
1341,Jok Pinto by Knorr,1341
1342,Bae Milk Tea,1342
1343,Crumbs,1343
1344,ยี่เจ ก๋วยเตี๋ยวเนื้อตุ่น-หมูตุ๋น,1344
1345,Puff & Pie Franchise (พัฟฟ์แอนด์พาย),1345
1346,ลูกชิ้นปลานายใบ้,1346
1347,นู้ดเดิ้ล การ์เด้น,1347
1348,ตี๋ เตี๋ยว ตึ้บ,1348
1349,ก๋วยเตี๋ยวเป็ดรสเด็ด ,1349
1350,The Waffle (เดอะวอฟเฟิล),1350
1351,มนต์ นมสด,1351
1352,ก๋วยเตี๋ยวเรือแม่จันทร์ ,1352
1353,ปู๊ตี่บะมี่เกี๊ยว (ปู๊ตี่บะหมี่เกี๊ยว),1353
1354,แดงแหนมเนือง,1354
1355,กล้วยทอด Peely,1355
1356,คอฟแมน,1356
1357,โป่วเทียมเฮง,1357
1358,Staff Coffee,1358
1359,เตี๋ยวเรือต่อชาม,1359
1360,ก๋วยเตี๋ยวต้มยำตึกเพชร,1360
1361,ตำหนักก๋วยเตี๋ยวเรือ ,1361
1362,บุเรงนองบะหมี่เกี๊ยวกุ้ง ,1362
1363,Gelate (เจลาเต้),1363
1364,UNNA CAKE (อันนา เค้ก),1364
1365,Tealicious,1365
1366,เย็นตาโฟหลังการบินไทย,1366
1367,NIJO SUSHI Delivery,1367
1368,Heekcaa,1368
1369,Kuppadeli (คัปป้าเดลิ),1369
1370,FoodLoft (ฟู้ดลอฟท์),1370
1371,The Blooming Gallery,1371
1372,Emack and Bolio's (อีแม็ก แอนด์ โบลิโอส์),1372
1373,Food Republic (ฟู้ด รีพับลิค),1373
1374,Castella Factory (คาสเทลล่า แฟคตอรี่),1374
1375,1c Space Cafe,1375
1376,The Hass bistro ,1376
1377,Sirin Farm Kitchen (สิรินทร์ฟาร์ม คิทเช่น),1377
1378,QQ Dessert (คิวคิว ดิเสิร์ท),1378
1379,Croquantchou Zakuzaku Thailand (โครคอนท์ชู ซากุซากุ),1379
1380,หมูทอดไข่ตูม,1380
1381,To Fast To Sleep (ทูฟาสต์ทูสลีป),1381
1382,ส้มตำคอนแวนต์,1382
1383,กัลปพฤกษ์,1383
1384,POFF Pancake,1384
1385,Milkcow,1385
1386,Eureka Nitro Coffee,1386
1387,Ajisen Ramen (อาจิเซนราเมน),1387
1388,Mad About Juice (แมดอะเบาท์จู๊ซส์),1388
1389,Cafe Kaldi (คาเฟ่คาลดี้),1389
1390,Mrs. Balbir's Indian Cuisine (มิสซิสบาลเบียร์ส อินเดียน คูซีน),1390
1391,Cheesecake House & Restaurant (ชีสเค้ก เฮ้าส์ แอนด์ เรสเตอรองค์),1391
1392,More Than a Game cafe,1392
1393,Katsu King (คัตสึ คิง),1393
1394,CODE Cafe of Dessert Enthusiasts,1394
1395,Harajuku Cafe Crepes (ฮาราจุกุ คาเฟ่ เครป),1395
1396,Xpress Teppanyaki (เอ็กซ์เพรส เทปปันยากิ),1396
1397,หอยทอดชาวเล,1397
1398,Saravana Bhavan (ซาราวาน่า บาวาน),1398
1399,Little home (ลิตเติลโฮม),1399
1400,หมูกรอบนายไซ,1400
1401,Hokkaido Softkream (ฮอกไกโด ซอฟท์ครีม),1401
1402,Peking (ปักกิ่ง),1402
1403,The Girl & The Pig,1403
1404,Haru Kappo,1404
1405,ขมิ้น Camin Cuisine & Cafe,1405
1406,Divana Signature Cafe,1406
1407,เบิร์นบุษบา,1407
1408,El HEFE BKK,1408
1409,Pot Ministry (พอท มินิสทรี),1409
1410,Beirut Restaurant (เบรุต),1410
1411,TWG Tea,1411
1412,Hyde & Seek (ไฮด์แอนด์ซีค),1412
1413,Phed Phed,1413
1414,Katsushin (คัทสึชิน),1414
1415,ครัวดอกไม้ขาว,1415
1416,Craft Beer Bar,1416
1417,Bawarchi (บาวารชิ),1417
1418,Hokkai-Don,1418
1419,Kenshin Izakaya,1419
1420,Jim Thompson Restaurant and Bar (จิม ทอมป์สัน เรสเตอรองท์ แอนด์ บาร์),1420
1421,บ้านเบญจรงค์ปาย,1421
1422,Sushi Mori (ซูชิ โมริ),1422
1423,Pomodoro (โพโมโดโร),1423
1424,Hanakaruta 花かるた (ฮานาคารูตะ),1424
1425,ก๋งป๊อกหมูปิ้งโบราณ,1425
1426,The’ Cha (เธฉะ),1426
1427,เอลวิส สุกี้คั่วไก่,1427
1428,ลูกชิ้นปลาแม้นศรี ,1428
1429,ไอติมผัด,1429
1430,SushiTakeHome (ซูชิเทคโฮม),1430
1431,Deliya by Farmhouse (เดลิยา บาย ฟาร์มเฮ้าส์),1431
1432,ปั้นเส้นน้ำใส,1432
1433,ก๋วยเตี๋ยวคั่วไก่สวนมะลิ,1433
1434,เนื้อตุ๋นนางเลิ้ง,1434
1435,ญวนญี ,1435
1436,Kor Ra Kang (คอระฆัง),1436
1437,Sushi Masa (ซูชิ มาสะ),1437
1438,Jaywalk Cafe (เจย์วอร์คคาเฟ่),1438
1439,Noodle Pinklao (บะหมี่ปิ่นเกล้า),1439
1440,Radna Yodphak 40 years (ราดหน้ายอดผัก สูตร 40 ปี),1440
1441,ข้าวขาหมูตรอกซุงบางรัก เจ้าเก่า,1441
1442,Say Hi  (เซย์ ไฮ),1442
1443,Shabuku (ชาบูกู),1443
1444,Guayjab Savoey (ก๋วยจั๊บญวน เสวย),1444
1445,ก๋วยเตี๋ยวปลาด๊อกเตอร์,1445
1446,Ramen Boy (ราเมงบอย),1446
1447,Orangery Cafe,1447
1448,ปูไข่ดองแซ่บ,1448
1449,นิวย่งฮั่วโภชนา,1449
1450,ขนมเบื้องแม่ประภา,1450
1451,เพิ่มพูนโภชนา,1451
1452,คุณแดงก๋วยจั๊บญวน,1452
1453,จิระเย็นตาโฟ,1453
1454,สายไหมบะหมี่เกี๊ยวกุ้ง,1454
1455,เตี๋ยวต้มยำไข่หวาน,1455
1456,ดีโอโกะ ซูชิ,1456
1457,เหล่าเฮงลูกชิ้นปลา,1457
1458,Mizzdonut (มิสโดนัท),1458
1459, Mr.uni by supreme seafood,1459
1460,Easy Ribs & Wings (อีซี่ ริบส์ แอนด์ วิงส์),1460
1461,สุภัทราริเวอร์เฮ้าส์,1461
1462,ก๋วยเตี๋ยวลูกชิ้นปลานายเงี๊ยบ,1462
1463,ทับทิมกรอบสยาม บางลำพู,1463
1464,คุงโภชนา ,1464
1465,Tora Cha,1465
1466,โซซ่าเฟรนฟรายราดชีสและของทอด,1466
1467,แซ่บสะเด็ด,1467
1468,Krua Khun Ein (ครัวคุณอิ้น),1468
1469,เยาวราชเต้าทึง (@เยาวราช),1469
1470,เนื้อตุ๋นเจริญพาณิช,1470
1471,แสนอร่อยโภชนา,1471
1472,Jeerapan Restaurant (ไก่ย่างจีระพันธ์),1472
1473,ไก่ทอดหาดใหญ่ zaza chicken,1473
1474,อ้วนนะ หมูกรอบชาชู,1474
1475,Fil Fil,1475
1476,ตำแหลก,1476
1477,สะเลเต,1477
1478,เตี๋ยวหมูตู้,1478
1479,ก๋วยเตี๋ยวเรือแม่สีนวล,1479
1480,Burger Bro (เบอร์เกอร์โบร),1480
1481,ทิพวรรณ,1481
1482,พร้อม Beef & Beer,1482
1483,Backyard Gyoza,1483
1484,ก๋วยเตี๋ยวลูกชิ้นปลาศรีพินธ์,1484
1485,กาลนาน,1485
1486,Porkwangjao (ป.กวางเจา),1486
1487,วนิดาก๋วยเตี๋ยวเป็ดบิน,1487
1488,NUU TEA,1488
1489,Cantina Wine Bar & Italian Kitchen,1489
1490,Wagyuism,1490
1491,Nipcafe,1491
1492,Ginza Sushi,1492
1493,สวนกุหลาบ,1493
1494,ก๋วยเตี๋ยวเนื้อวัวรสเยี่ยม,1494
1495,ก๋วยเตี๋ยวไก่ราชวัตร,1495
1496,กาแฟเจ้าถิ่น,1496
1497,Kumo cafe,1497
1498,ขนมครกเข้าวัง,1498
1499,Rabbii Tea,1499
1500,พี่น้องต้นถั่ว ,1500
1501,การิม โรตี มะตะบะ,1501
1502,ลูกชิ้นปลานายฉุ่ย,1502
1503,Hana Bubble Tea,1503
1504,Crown Bubble (คราวน์ บับเบิ้ล),1504
1505,Wawee Coffee (กาแฟวาวี),1505
1506,Cp Kitchen,1506
1507,หมู5ดาว,1507
1508,หลายรส,1508
1509,HEAP Cafe & Restaurant,1509
1510,Beibei Teahouse,1510
1511,Mama Pasta,1511
1512,KINNIKU GYUDON,1512
1513,Tokyo Truck (โตเกียวทรัค),1513
1514,BoBo Cup (โบโบ้ คัพ),1514
1515,Common Room,1515
1516,Osaka Buffet (โอซาก้า บุฟเฟ่ต์),1516
1517,ก๋วยเตี๋ยวเรือป้าสมจิตร,1517
1518,หมูทอดนัวนัว,1518
1519,ก๋วยเตี๋ยวเรือศรีอยุธยา,1519
1520,ก๋วยเตี๋ยวเรือน้าชู,1520
1521,Basilico (บาซิลิโก),1521
1522,T- House (ที เฮาส์),1522
1523,เปรี้ยวปากอยากโดน​   เล้งแซ่บ-เป็ดย่าง,1523
1524,บัวลอยพี่เง็ก (เจ้าเก่า),1524
1525,Half Happiness,1525
1526,Shichi Japanese Restaurant (ชิชิ เจแปนนิส เรสเตอรองต์),1526
1527,เนื้อตุ๋นจักรเพ็ชร,1527
1528,Gai Hound Organic Chicken Rice,1528
1529,Shin Kai Premium Sushi,1529
1530,เนื้อตุ๋นนายหนวด,1530
1531,Daily Dose,1531
1532,ก๋วยเตี๋ยวลูกชิ้นโกฮับเมืองทองตราเรือ3รำ,1532
1533,อู้วหู้วววปูดอง,1533
1534,คุณเอ,1534
1535,Victory Bakery (วิคตอรี่เบเกอรี่),1535
1536,บะหมี่จอมพลัง,1536
1537,Zap4 Shabu Delivery,1537
1538,นายแกละ ก๋วยเตี๋ยวหมูใบตำลึง,1538
1539,The Brownies Since 2010,1539
1540,Bangkok-Esan Steak House (บางกอก-อีสาน สเต๊กเฮ้าส์),1540
1541,ครัวชมทะเล,1541
1542,Sukishi Tokyo Buffet (ซูกิชิ โตเกียวบุฟเฟ่ต์),1542
1543,Ramen Ajisai (ราเมง อาจิไซ),1543
1544,Wake Up (เวค อัพ),1544
1545,Lamon Kanomkrok (ขนมครกสิงคโปร์อินดี้),1545
1546,CP Freshmart (ซีพี เฟรชมาร์ท),1546
1547,Gelatoni by Black Canyon,1547
1548,ยำยกซด,1548
1549,Farm Design (ฟาร์ม ดีไซน์),1549
1550,KUMA KAMU (คุมะ คะมุ),1550
1551,Soup sukkha pharp (ซุปสุขภาพ),1551
1552,The chef แซล​ม่อน​,1552
1553,มังกรซีฟู้ด,1553
1554,เล้งซุปเปอร์แซ่บ,1554
1555,อภิชาติซีฟู้ด,1555
1556,เต็มคำซูชิ,1556
1557,Coffee Today (คอฟฟี่ทูเดย์),1557
1558,The Deli House,1558
1559,Zapjung (แซ่บจุง),1559
1560,โกบู้รสซิ่ง,1560
1561,Pormoosatay (ป.หมูสะเต๊ะ),1561
1562,Quick Katsu (ควิก คัทสึ),1562
1563,ก๋วยเตี๋ยวตำลึงนายฮิม ,1563
1564,ราดหน้ายอดผักบ้านบดินทร์,1564
1565,นายเคี้ยม เกี๊ยวปลา,1565
1566,Shabu Namor (ชาบูหน้าหม้อ),1566
1567,อ้วนข้าวมันไก่,1567
1568,สดอร่อย,1568
1569,kokonutthailand ,1569
1570,Winner Shabu (วินเนอร์ ชาบู),1570
1571,Brainwake Café (เบรนด์เวค คาเฟ่),1571
1572,Pho Van (เฝอ เวิน ),1572
1573,Good healthy,1573
1574,Teatime (ทีทาม),1574
1575,Your coffee Dessert cafe,1575
1576,ปูดองน้ำเชี่ยว,1576
1577,เย็นตาโฟแหลมฟ้าผ่า,1577
1578,Lord Of Coffee (ลอร์ด ออฟ คอฟฟี่),1578
1579,AkeSteak (เอกสเต็ก),1579
1580,Sweetheart Steakhouse (สวีตฮาร์ท สเต็กเฮาส์),1580
1581,แซ่บเวอร์,1581
1582,อร่อยติ่มซำ,1582
1583,Zen Café (เซน คาเฟ่),1583
1584,Ruan Mae Louise (เรือนแม่หลุย),1584
1585,บ้านก๋วยเตี๋ยว,1585
1586,PHO'ty nine (เฝอตี้นาย),1586
1587,The Chocolate Factory (เดอะ ช็อกโกแลต แฟคทอรี่),1587
1588,EST.33 By SINGHA (เอส 33 บายสิงห์),1588
1589,กาแฟสด กินเส้น,1589
1590,Sambaipao (สามใบเถา),1590
1591,ไก่ทอดแอ๊ดเทวดา,1591
1592,Craftsman Roastery,1592
1593,บะหมี่ล้มยักษ์,1593
1594,Taisho Gyoza (ไทโช เกี๊ยวซ่า),1594
1595,ก๋วยเตี๋ยวเนื้อเจ๊ง้อ,1595
1596,เย็นตาโฟ ฮ่องเต้,1596
1597,ร้านฟ้าปลาทาน - Fá Plā Tahń,1597
1598,ศุภชัย ซาลาเปา,1598
1599,Say Cheese Milk Cafe,1599
1600,สุกี้เฮ้าส์,1600
1601,Pizza pazza,1601
1602,Steve Cafe & Cuisine (สตีฟ คาเฟ่ แอนด์ ครุยซีน),1602
1603,TO PET YANG (โตเป็ดย่าง),1603
1604,Taka Sashimi,1604
1605,ไสกี่โภชนา,1605
1606,นายงี้บะหมี่ตู้ไม้,1606
1607,ลูกชิ้นหมูโสภณ,1607
1608,ก๋วยเตี๋ยวรสเด็ด,1608
1609,นิวลูกชิ้นปลานายใบ้,1609
1610,Bar Storia del Caffè,1610
1611,Lay lao,1611
1612,Seiniku-Ten (เซนิกุเทน),1612
1613,Orca Baker & Butcher,1613
1614,ครัวประดิพัทธ์,1614
1615,memorizebrownie,1615
1616,กู๊ดแหนมเนือง,1616
1617,กวางปูไข่ดอง,1617
1618,Foontalop Thaiesan (ฝุ่นตลบ),1618
1619,ขาหมูจตุจักร,1619
1620,ก๋วยเตี๋ยวหมูต้มยำนัว,1620
1621,ก๋วยจั๊บเยาวราช,1621
1622,Puff Stick Khun Toy (พัฟสติ๊ก คุณต๋อย),1622
1623,ลูกชิ้นปลานายโจว,1623
1624,ก๋วยจั๊บจรัสพัฒน์,1624
1625,Pompano Roasted Cafe ,1625
1626,Flow Restaurant & Bar (โฟลว์),1626
1627, Coffee Road,1627
1628,In The Middle By Kaizen,1628
1629,ชิมไทย,1629
1630,SEEK CAFE,1630
1631,ก๋วยเตี๋ยวเรืออยุธยา อ.เสนา,1631
1632,กอเต็กเชียง,1632
1633,puenoir,1633
1634,Oranjii - Japanese yakiniku & shabu,1634
1635,หมึก รัยวะ!,1635
1636,ข้าวหมูแดง​หมู​กรอบ​เจ๊​ณี​,1636
1637,ข้าน้อยขอชาบู,1637
1638,Loft To Bar (ลอฟ ทู บาร์),1638
1639,Monster Tea (มอนสเตอร์ที),1639
1640,Fujiyama Go Go Tsukemen Ramen (ฟูจิยาม่า โกโก),1640
1641,เย็นตาโฟโต้คลื่น,1641
1642,เกาลัดหว่านไจ๋,1642
1643,Okami Sushi (โอกามิ ซูชิ),1643
1644,บ้านก๋วยเตี๋ยวแม่บังอร,1644
1645,มนัสนันท์ ก๋วยเตี๋ยวลูกชิ้นปลา เย็นตาโฟ,1645
1646,ร้านประจำ Delivery (ร้านประจำ เดลิเวอรี่),1646
1647,Sushi Tama (ซูชิ ทามะ),1647
1648,Cafe Banmee (คาเฟ่ บ้านหมี),1648
1649,Neta Grill (เนตะกริว),1649
1650,เย็นตาโฟอึ้งย้ง,1650
1651,Aroonsawad (อรุณสวัสดิ์),1651
1652,Nai Hua Plus Roti Chachuk (นายหัวพลัส โรตี-ชาชัก),1652
1653,Sencha,1653
1654,Khao Soi P Yiam (ข้าวซอยพี่เยี่ยม),1654
1655,เตี๋ยวกะตำ,1655
1656,ธัญรส ก๋วยเตี๋ยวเนื้อตุ๋น-หมูตุ๋น,1656
1657,หลังรามฯเมี่ยงปลาเผา,1657
1658,Homefresh hydrofarm,1658
1659,ฟู่ หมูฮ้อง,1659
1660,Freeztory Dessert,1660
1661,Wanjai baibuabok,1661
1662,Gingoonggun (กินกุ้งกัน),1662
1663,Wall's pop up store,1663
1664,Salapao Tublee (โกหน่อย ซาลาเปาทับหลี & ติ่มซำ),1664
1665,โคขุนบังเสือโพนยางคำ,1665
1666,พิซซ่าน่าเธอ,1666
1667,Maria Pizzeria & Restaurant (มาเรีย พิซเซเรีย แอนด์ เรสเตอรองต์),1667
1668,เป็ดพะโล้โกเหลียง,1668
1669,MALA Chinese BBQ (หม่าล่า),1669
1670,Niku King Yakiniku Buffet,1670
1671,Oranginal,1671
1672,Masaru Shabu & Sushi Buffet,1672
1673,Drinky Winky,1673
1674,ก๋วยเตี๋ยวเรืออนุสาวรีย์ชัย,1674
1675,เครปจีเอเต้,1675
1676,April’s Bakery (เอพริล เบเกอรี่),1676
1677,Golden ปลาหมึกทอดไต้หวัน,1677
1678,อ้วนผอมเมี่ยงปลาเผา,1678
1679,Mr.Grill Yakiniku (มิสเตอร์กริลล์ ยากินิกุ),1679
1680,Cup of J cafe,1680
1681,JP เกี๊ยวซ่า ,1681
1682,Omaki  (โอมากิ),1682
1683,ก๋วยเตี๋ยวสุโขทัยหน้าวัดหัวลำโพง ,1683
1684,ลุงโฮ,1684
1685,Samsen Villa Life (สามเสนวิลล่า ไลฟ์),1685
1686, อีแรด ตำแซ่บ,1686
1687,ตำบักฮุ้ง,1687
1688,Maejajabyuan,1688
1689,Goonraka (กุนระกา),1689
1690,Nsoya,1690
1691,ก๋วยเตี๋ยวดงมูลเหล็ก,1691
1692,NDO Sushi (เอ็นโดะ ซูชิ),1692
1693,สามวันสองคืน,1693
1694,หมูทอดเตะปาก,1694
1695,ยำปูแสบ,1695
1696,ก๋วยเตี๋ยวเรือป้าทองคำ,1696
1697,อินโดจีน,1697
1698,Kopitiam (โกปี่เตี่ยม),1698
1699,จานเดียว,1699
1700,ปูดอง444 ,1700
1701,Coffee Rio (คอฟฟี่ ริโอ),1701
1702,ก๋วยเตี๋ยวเคาะระฆัง,1702
1703,Bloc26th takoyaki ,1703
1704,ครกไม้ไทยลาว,1704
1705,เบียร์หิมะ,1705
1706,ธานี ข้าวหมูแดง-หมูกรอบ ,1706
1707,เฝอ'54,1707
1708,หม่าล่า พีอาร์,1708
1709,เย็นตาโฟป้าเสนา,1709
1710,bongo congo (บองโก้คองโก้),1710
1711,เย็นตาโฟอมรพันธ์,1711
1712,ก๋วยเตี๋ยวไข่ย้อนยุค,1712
1713,สุดแซบเมืองยศ,1713
1714,Pathé (ปาเต๊ะ),1714
1715,เป็ดพะโล้กิมเฮง,1715
1716,ผัดไทยเสวย,1716
1717,Silver Spoon,1717
1718,หอยทอดโบราณแม่อำพัน,1718
1719,Smoked,1719
1720,พีพีแพนเค้ก,1720
1721,EAT 'EM UP CAFE,1721
1722,WARIO (วาริโอ),1722
1723,Tanwa The Food Project,1723
1724,ญีญวนครัวเวียดนาม,1724
1725,Best Country Beef,1725
1726,Sushi Shin,1726
1727,GYUMA BOXZ ,1727
1728,เต๋อตำระเบิด,1728
1729,ไก่ตะกร้า,1729
1730,Kayha (คะหยา),1730
1731,เฮีย​ตี๋​ลูกชิ้น​ปิ้ง​นึ่ง​,1731
1732,ลูกชิ้นหมูฮีโร่,1732
1733,สุนีย์ปลาคัง,1733
1734,ก๋วยเตี๋ยวลูกชิ้นปลานายใบ้,1734
1735,S'mococo (สโมโคโค่),1735
1736,ซามูไรเมืองทอง,1736
1737,Jorpoookunmae (จ๊อปูคุณแม่),1737
1738,Doorae (ดูเร),1738
1739,เหรียญทองชามเปล,1739
1740,ก๋วยเตี๋ยวเรือตาหนวด,1740
1741,Gyunobi (กิวโนบิ),1741
1742,ข้าวต้มโบราณแม่สุรีย์,1742
1743,เย็นตาโฟกุ้งทอดเมืองทอง,1743
1744,thebbqsignature (บาร์บีคิว ซิกเนเจอร์ซี่โครงถาด ซอสบาร์บีคิว),1744
1745,MomLamYong (แม่ลำยองเมี่ยงปลาเผา&ซีฟู้ด),1745
1746,มานา ก๋วยเหตี๋ยวหลอดทรงเครื่อง,1746
1747,ชื่น..ก๋วยเตี๋ยวเรืออยุธยา,1747
1748,ปูไข่ดองบางตะบูนเบย์,1748
1749,ส้มตำเจ๊ไก่อุดร,1749
1750,Kenya Coffee (กาแฟสดเคนย่า),1750
1751,Gownan (โกวนัน),1751
1752,ปลาอร่อย,1752
1753,ศิริชัยไก่ย่าง,1753
1754,Sushi House (ซูซิ เฮาส์),1754
1755,Hom Krun Coffee (หอมกรุ่นคอฟฟี่),1755
1756,Kimju (คิมจู),1756
1757,ก๋วยเตี๋ยวเรือยกซด,1757
1758,TEA INN,1758
1759,GELATO 44 C (เจลาโต้ 44 องศา),1759
1760,โมโนโมโน,1760
1761,โกบอย ก๋วยเตี๋ยวเรือ,1761
1762,ยายก้า ก๋วยเตี๋ยวหมูหน่อไม้ฝรั่ง,1762
1763,Mikazuki ครัวซองต์,1763
1764,คำพูนสะออน,1764
1765,Cholada Coffee (ช่อลดา คอฟฟี่),1765
1766,Cha bear,1766
1767,รสเด็ดลูกชิ้นนึ่งสมุนไพร,1767
1768,ก๋วยจั๊บญวนป.อุบล  2,1768
1769,ใบไม้ร่าเริง,1769
1770,กระเพราถาด 39 บาทฟรีไข่ดาว,1770
1771,ชาบูหมูแกว่ง,1771
1772,ก๋วยเตี๋ยวไก่ฉีกคุณประนอม,1772
1773,ก๋วยเตี๋ยวยักษ์ใหญ่,1773
1774,สุทิศสา ขนมหวาน,1774
1775,ตำกระเทย,1775
1776,สี่พี่น้อง888,1776
1777,ก๋วยเตี๋ยวลูกชิ้นหมู ฮีโร่,1777
1778,เป็ดย่างรสเด็ด,1778
1779,ขนมจีนต้นก้ามปู,1779
1780,Kourthai (ครัวไท),1780
1781,หมูจุ่มชีส,1781
1782,Pop pop กะเพราจับกัง,1782
1783,น้าแอ็ด 100 เมนู,1783
1784,Tapestry Restaurant,1784
1785,ตั้งใจตำ,1785
1786,ริว บะหมี่เกี๊ยวกุ้งโคราช,1786
1787,Piyaratna,1787
1788,ต.ตระกูล ลูกชิ้นปลา,1788
1789,ยำรสไฟ 10 รุม 1,1789
1790,ขนมบ้านคุณย่า,1790
1791,Air Bright เนื้อต้มบ้านสิงห์,1791
