url,name,roomType,roomStyle,roomSize,monthlyRent,dailyRent,roomContract,minMonthlyRent,maxMonthlyRent,minDailyRent,maxDailyRent,apartment_url
https://www.renthub.in.th/คุณตาคุณยาย-อพาร์ทเม้นท์,คุณตาคุณยาย อพาร์ทเม้นท์,ห้องพัดลม,1 ห้องนอน,24.0,"2,000 บาท",-,,2000.0,2000.0,,,
https://www.renthub.in.th/คุณตาคุณยาย-อพาร์ทเม้นท์,คุณตาคุณยาย อพาร์ทเม้นท์,ห้องแอร์,1 ห้องนอน,24.0,"2,500 บาท",-,,2500.0,2500.0,,,
https://www.renthub.in.th/นิลกำแหงเพลส,นิลกำแหงเพลส,ห้องแอร์,สตูดิโอ,25.0,"2,850 - 3,800 บาท",380 - 620 บาท,,2850.0,3800.0,380.0,620.0,
https://www.renthub.in.th/นิลกำแหงเพลส,นิลกำแหงเพลส,ห้องพัดลม,สตูดิโอ,25.0,"2,470 - 3,400 บาท",-,,2470.0,3400.0,,,
https://www.renthub.in.th/nnn-apartment,NNN Apartment,รายเดือน,1 ห้องนอน,,"3,500 - 4,500 บาท",-,,3500.0,4500.0,,,
https://www.renthub.in.th/jp-apartment,JP Apartment,ห้องพักเดี่ยว Studio,1 ห้องนอน,30.0,"3,500 - 4,500 บาท",-,,3500.0,4500.0,,,
https://www.renthub.in.th/หอพักบุญส่ง,หอพักบุญส่ง,ห้องพัก,1 ห้องนอน,19.25,"2,000 - 2,500 บาท",-,,2000.0,2500.0,,,
https://www.renthub.in.th/บ้านนภัสนันท์,บ้านนภัสนันท์,หอพัก,1 ห้องนอน,,"2,000 - 3,000 บาท",-,,2000.0,3000.0,,,
https://www.renthub.in.th/ck-home--6,ck home,หอพัก,1 ห้องนอน,25.0,"3,000 - 3,500 บาท",-,,3000.0,3500.0,,,
https://www.renthub.in.th/yellow-pillow-village,Yellow Pillow Village,Duluxe Room,สตูดิโอ,24.0,"15,000 บาท",-,,15000.0,15000.0,,,
https://www.renthub.in.th/yellow-pillow-village,Yellow Pillow Village,FAMILY ROOM,2 ห้องนอน,40.0,"23,000 บาท",-,,23000.0,23000.0,,,
https://www.renthub.in.th/บ้านศรีอำพร,บ้านศรีอำพร,หอพัก,1 ห้องนอน,20.0,"3,500 - 4,500 บาท",-,,3500.0,4500.0,,,
https://www.renthub.in.th/ห้องเช่า-สันผักหวาน-หางดง,ห้องเช่า สันผักหวาน หางดง,ห้องเช่ารายเดือน,1 ห้องนอน,22.0,"3,200 บาท",-,,3200.0,3200.0,,,
https://www.renthub.in.th/ทานตะวันคอนโด-แม่โจ้,ทานตะวันคอนโด แม่โจ้,ห้องแอร์,สตูดิโอ,,"3,700 - 4,800 บาท",-,,3700.0,4800.0,,,
https://www.renthub.in.th/4250-instead-of-4500-nice-studio-comfortable-near-center-of-chiang-mai-restaurante,"4250 instead of 4500 ! - Nice Studio Comfortable Near Center Of Chiang Mai (Restaurante....,)",studio,สตูดิโอ,35.0,"4,500 บาท",-,,4500.0,4500.0,,,
https://www.renthub.in.th/มิดเทาว์แมนชั่น,มิดเทาว์แมนชั่น,ห้องเดี่ยว มีห้องน้ำในตัว,1 ห้องนอน,32.0,"4,000 บาท",-,,4000.0,4000.0,,,
https://www.renthub.in.th/full-stop-chiang-mai,Full stop Chiang Mai,ห้องพักส่วนตัว ห้องน้ำในตัว,1 ห้องนอน,28.0,"6,500 บาท",450 บาท,,6500.0,6500.0,450.0,450.0,
https://www.renthub.in.th/เอม่า-อพาร์ทเม้นท์,เอม่า อพาร์ทเม้นท์,ห้องแอร์,สตูดิโอ,,"4,200 - 5,000 บาท",-,,4200.0,5000.0,,,
https://www.renthub.in.th/planeta120-24,Planeta120.24,Private Room,สตูดิโอ,23.0,"5,420 - 9,000 บาท","1,024 - 2,400 บาท",,5420.0,9000.0,1024.0,2400.0,
https://www.renthub.in.th/มายด์-ซายน์-เรสซิเด้นซ์-อาพาร์ตเม้นต์-ใกล้-แม่โจ้-เชียงใหม่,มายด์ ซายน์ เรสซิเด้นซ์ อาพาร์ตเม้นต์ ใกล้ แม่โจ้ เชียงใหม่,ห้องแอร์ พร้อมเข้าอยู่ ห้องสะอาด วิวดี,สตูดิโอ,24.0,-,,,,,,,
https://www.renthub.in.th/มายด์-ซายน์-เรสซิเด้นซ์-อาพาร์ตเม้นต์-ใกล้-แม่โจ้-เชียงใหม่,มายด์ ซายน์ เรสซิเด้นซ์ อาพาร์ตเม้นต์ ใกล้ แม่โจ้ เชียงใหม่,ห้องแอร์ เฟอร์นิเจอร์ พร้อมเข้าอยู่,สตูดิโอ,,"3,500 - 5,900 บาท",-,,3500.0,5900.0,,,
https://www.renthub.in.th/ฝ้ายคำโฮสเทล,ฝ้ายคำโฮสเทล,ห้องเตี่ยงเดี่ยว,1 ห้องนอน,,"10,000 - 15,000 บาท",599 - 699 บาท,,10000.0,15000.0,599.0,699.0,
https://www.renthub.in.th/มิวสิคเฮาส์,มิวสิคเฮาส์,ห้องพัดลม,1 ห้องนอน,,"3,000 บาท",-,,3000.0,3000.0,,,
https://www.renthub.in.th/มิวสิคเฮาส์,มิวสิคเฮาส์,ห้องแอร์ใหญ่ทีวีตู้เย็น,1 ห้องนอน,,"4,000 บาท",-,,4000.0,4000.0,,,
https://www.renthub.in.th/มิวสิคเฮาส์,มิวสิคเฮาส์,ห้องแอร์,1 ห้องนอน,,"3,300 บาท",-,,3300.0,3300.0,,,
https://www.renthub.in.th/สมฤทัย-เฮ้าส์,สมฤทัย เฮ้าส์,ห้องพัดลม,1 ห้องนอน,20.0,"2,500 - 2,800 บาท",-,,2500.0,2800.0,,,
https://www.renthub.in.th/สิริอพาร์ทเมนต์,สิริอพาร์ทเมนต์,ห้องน้ำในตัว,1 ห้องนอน,,"2,700 - 3,000 บาท",-,,2700.0,3000.0,,,
https://www.renthub.in.th/สิริอพาร์ทเมนต์,สิริอพาร์ทเมนต์,ห้องน้ำรวม,1 ห้องนอน,,"1,700 - 2,200 บาท",-,,1700.0,2200.0,,,
https://www.renthub.in.th/หอพักแม่จันทร์ดี,หอพักแม่จันทร์ดี,ห้องพัดลม,1 ห้องนอน,,"2,800 บาท",300 บาท,,2800.0,2800.0,300.0,300.0,
https://www.renthub.in.th/หอพักแม่จันทร์ดี,หอพักแม่จันทร์ดี,ห้องแอร์,1 ห้องนอน,,"3,300 บาท",400 บาท,,3300.0,3300.0,400.0,400.0,
https://www.renthub.in.th/chantong-homeplace,Chantong Homeplace,หอพักรายเดือน,1 ห้องนอน,20.5,"4,000 บาท",-,,4000.0,4000.0,,,
https://www.renthub.in.th/หอพัก-สุรชัย,หอพัก สุรชัย,ห้องพักมีระเบียง,1 ห้องนอน,,"2,500 - 3,000 บาท",-,,2500.0,3000.0,,,
https://www.renthub.in.th/มิรา-เรสซิเดนซ์-แอนด์-รีสอร์ท,มิรา เรสซิเดนซ์ แอนด์ รีสอร์ท,ห้องแฟมิลี่สวีท (Family Suite Room),2 ห้องนอน,55.0,"12,000 - 21,500 บาท","3,300 - 3,650 บาท",,12000.0,21500.0,3300.0,3650.0,
https://www.renthub.in.th/มิรา-เรสซิเดนซ์-แอนด์-รีสอร์ท,มิรา เรสซิเดนซ์ แอนด์ รีสอร์ท,ห้องเดอลุกซ์ สตูดิโอ (Deluxe Studio Room),1 ห้องนอน,42.0,"8,500 - 16,000 บาท","2,300 - 2,650 บาท",,8500.0,16000.0,2300.0,2650.0,
https://www.renthub.in.th/มิรา-เรสซิเดนซ์-แอนด์-รีสอร์ท,มิรา เรสซิเดนซ์ แอนด์ รีสอร์ท,ห้องซูพีเรีย (Superior Room),1 ห้องนอน,30.0,"6,500 - 13,000 บาท","1,350 - 1,500 บาท",,6500.0,13000.0,1350.0,1500.0,
https://www.renthub.in.th/นิวาส-เชียงใหม่,นิวาส เชียงใหม่,Standard (Twin/Double),1 ห้องนอน,39.0,"13,500 - 19,000 บาท",-,,13500.0,19000.0,,,
https://www.renthub.in.th/นิวาส-เชียงใหม่,นิวาส เชียงใหม่,Family Suite (Double),2 ห้องนอน,77.0,"24,500 - 29,500 บาท",-,,24500.0,29500.0,,,
https://www.renthub.in.th/นิวาส-เชียงใหม่,นิวาส เชียงใหม่,Superior (Double),1 ห้องนอน,39.0,"14,000 - 20,000 บาท",-,,14000.0,20000.0,,,
https://www.renthub.in.th/นิวาส-เชียงใหม่,นิวาส เชียงใหม่,Deluxe (Twin),1 ห้องนอน,44.0,"17,000 - 21,000 บาท",-,,17000.0,21000.0,,,
https://www.renthub.in.th/หอพักสุรชัย-แม่โจ้,หอพักสุรชัย แม่โจ้,ห้องพัก,1 ห้องนอน,,"2,500 - 3,000 บาท",-,,2500.0,3000.0,,,
https://www.renthub.in.th/u-home-condo-service-apartment,U-Home Condo [Service Apartment],Studio extra,สตูดิโอ,37.0,"13,000 - 15,000 บาท",-,,13000.0,15000.0,,,
https://www.renthub.in.th/u-home-condo-service-apartment,U-Home Condo [Service Apartment],Single suite (front),1 ห้องนอน,86.0,"25,000 - 28,000 บาท",-,,25000.0,28000.0,,,
https://www.renthub.in.th/u-home-condo-service-apartment,U-Home Condo [Service Apartment],Studio,สตูดิโอ,34.0,"11,000 - 12,000 บาท",-,,11000.0,12000.0,,,
https://www.renthub.in.th/u-home-condo-service-apartment,U-Home Condo [Service Apartment],Two bedroom (centre),2 ห้องนอน,71.0,"18,000 - 22,000 บาท",-,,18000.0,22000.0,,,
https://www.renthub.in.th/u-home-condo-service-apartment,U-Home Condo [Service Apartment],Single suite,1 ห้องนอน,67.0,"16,000 - 17,000 บาท",-,,16000.0,17000.0,,,
https://www.renthub.in.th/บ้านณัฐธยาน์-หอพักเปิดใหม่,บ้านณัฐธยาน์ หอพักเปิดใหม่,ห้องพัก,สตูดิโอ,,"3,000 - 4,500 บาท",-,,3000.0,4500.0,,,
https://www.renthub.in.th/คริสตัล-เพลส--3,คริสตัล เพลส,ห้องแอร์,1 ห้องนอน,,"4,000 - 4,500 บาท",-,,4000.0,4500.0,,,
https://www.renthub.in.th/คริสตัล-เพลส--3,คริสตัล เพลส,ห้องแอร์,สตูดิโอ,,-,,,,,,,
https://www.renthub.in.th/เก็ตสลีป,เก็ตสลีป,King Bedroom,1 ห้องนอน,37.0,"4,900 - 5,500 บาท",-,,4900.0,5500.0,,,
https://www.renthub.in.th/เก็ตสลีป,เก็ตสลีป,Twin Bedroom,1 ห้องนอน,37.0,"4,900 - 5,500 บาท",-,,4900.0,5500.0,,,
https://www.renthub.in.th/บ้านสวนบุผา,บ้านสวนบุผา,ห้องพักวิวภูเขา,1 ห้องนอน,49.0,"15,000 - 25,000 บาท","975 - 2,400 บาท",,15000.0,25000.0,975.0,2400.0,
https://www.renthub.in.th/บ้านสวนบุผา,บ้านสวนบุผา,บ้านพักสำหรับครอบครัว,1 ห้องนอน,75.0,"20,000 - 25,000 บาท","2,700 - 4,200 บาท",,20000.0,25000.0,2700.0,4200.0,
https://www.renthub.in.th/หอพักเชียงใหม่-ใกล้เซ็นเฟส-อยู่ดีอพาร์ทเม้นท์,หอพักเชียงใหม่ ใกล้เซ็นเฟส อยู่ดีอพาร์ทเม้นท์,รายเดือน,สตูดิโอ,20.0,"3,000 บาท",-,,3000.0,3000.0,,,
https://www.renthub.in.th/เดอะเเคนนาส-เซอร์วิสอพาร์ทเม้นท์,เดอะเเคนนาส เซอร์วิสอพาร์ทเม้นท์,Studio,สตูดิโอ,32.0,"13,000 - 15,000 บาท",-,,13000.0,15000.0,,,
https://www.renthub.in.th/เดอะเเคนนาส-เซอร์วิสอพาร์ทเม้นท์,เดอะเเคนนาส เซอร์วิสอพาร์ทเม้นท์,Two Bedroom,2 ห้องนอน,105.0,"32,000 - 35,000 บาท",-,,32000.0,35000.0,,,
https://www.renthub.in.th/เดอะเเคนนาส-เซอร์วิสอพาร์ทเม้นท์,เดอะเเคนนาส เซอร์วิสอพาร์ทเม้นท์,One Bedroom,1 ห้องนอน,57.0,"22,000 - 24,000 บาท",-,,22000.0,24000.0,,,
https://www.renthub.in.th/เดอะเเคนนาส-เซอร์วิสอพาร์ทเม้นท์,เดอะเเคนนาส เซอร์วิสอพาร์ทเม้นท์,One Bedroom (Executive),1 ห้องนอน,73.0,"25,000 - 27,000 บาท",-,,25000.0,27000.0,,,
https://www.renthub.in.th/มายรูม-บูติค-โฮม-แม่โจ้-myroom-boutique-home,มายรูม บูติค โฮม แม่โจ้  myRoom Boutique Home,standard,1 ห้องนอน,,"3,500 - 3,600 บาท",500 - 600 บาท,,3500.0,3600.0,500.0,600.0,
https://www.renthub.in.th/มายรูม-บูติค-โฮม-แม่โจ้-myroom-boutique-home,มายรูม บูติค โฮม แม่โจ้  myRoom Boutique Home,superior,1 ห้องนอน,,"3,500 - 3,600 บาท",500 บาท,,3500.0,3600.0,500.0,500.0,
https://www.renthub.in.th/lisnimman-ที่พักเชียงใหม่,Lisnimman ที่พักเชียงใหม่,Db,1 ห้องนอน,14.0,"7,500 - 12,000 บาท","789 - 1,199 บาท",,7500.0,12000.0,789.0,1199.0,
https://www.renthub.in.th/lisnimman-ที่พักเชียงใหม่,Lisnimman ที่พักเชียงใหม่,ห้องFamily ,1 ห้องนอน,24.0,"15,000 - 18,000 บาท","1,399 - 1,899 บาท",,15000.0,18000.0,1399.0,1899.0,
https://www.renthub.in.th/lisnimman-ที่พักเชียงใหม่,Lisnimman ที่พักเชียงใหม่,ห้อง twin bed,2 ห้องนอน,20.0,"10,000 - 13,000 บาท","899 - 1,399 บาท",,10000.0,13000.0,899.0,1399.0,
https://www.renthub.in.th/อิงหมอนเฮาส์,อิงหมอนเฮาส์,Hotel (Ing mon Room),1 ห้องนอน,23.0,-,,,,,,,
https://www.renthub.in.th/อิงหมอนเฮาส์,อิงหมอนเฮาส์,Hotel (Ing fun/ Extra bed),1 ห้องนอน,23.0,-,,,,,,,
https://www.renthub.in.th/อิงหมอนเฮาส์,อิงหมอนเฮาส์,Arpartment,1 ห้องนอน,23.0,"4,500 - 5,500 บาท",-,,4500.0,5500.0,,,
https://www.renthub.in.th/อิงหมอนเฮาส์,อิงหมอนเฮาส์,Hotel (Ing fun Room),1 ห้องนอน,23.0,-,,,,,,,
https://www.renthub.in.th/อิงหมอนเฮาส์,อิงหมอนเฮาส์,Hotel (Ing suan Room),1 ห้องนอน,23.0,-,,,,,,,
https://www.renthub.in.th/วริศรา-เกสต์เฮาส์,วริศรา เกสต์เฮาส์,ห้องพักรายเดือน,1 ห้องนอน,30.0,"1,500 บาท",-,,1500.0,1500.0,,,
https://www.renthub.in.th/ออมโฮม,ออมโฮม,บ้านแฝด ,2 ห้องนอน,,"2,500 - 3,500 บาท",200 - 400 บาท,,2500.0,3500.0,200.0,400.0,
https://www.renthub.in.th/ออมโฮม,ออมโฮม,บ้านเดี่ยว พัดลม ,1 ห้องนอน,,"2,500 - 3,000 บาท",100 - 350 บาท,,2500.0,3000.0,100.0,350.0,
https://www.renthub.in.th/ออมโฮม,ออมโฮม,ห้องแถว,1 ห้องนอน,,"1,200 - 2,000 บาท",100 - 350 บาท,,1200.0,2000.0,100.0,350.0,
https://www.renthub.in.th/ออมโฮม,ออมโฮม,บ้านเดี่ยว ห้องแอร์,1 ห้องนอน,,"2,500 - 3,500 บาท",200 - 400 บาท,,2500.0,3500.0,200.0,400.0,
https://www.renthub.in.th/บี-แอนด์-วาย-เรสซิเด้นซ์,บี แอนด์ วาย เรสซิเด้นซ์,ซุพรีเรีย,1 ห้องนอน,,"5,000 - 6,500 บาท",500 - 600 บาท,,5000.0,6500.0,500.0,600.0,
https://www.renthub.in.th/แม่โจ้แมนชั่น,แม่โจ้แมนชั่น,แมนชั่น,สตูดิโอ,31.0,"2,300 บาท",-,,2300.0,2300.0,,,
https://www.renthub.in.th/sb2,SB2,หอพัก,1 ห้องนอน,,"2,500 - 4,000 บาท",-,,2500.0,4000.0,,,
https://www.renthub.in.th/อพาร์ทเมนท์-กาญจน์เพลส,อพาร์ทเมนท์ กาญจน์เพลส,ห้องเดี่ยว,1 ห้องนอน,,"3,300 - 3,800 บาท",-,,3300.0,3800.0,,,
https://www.renthub.in.th/อพาร์ทเม้นท์-บ้านเงิน,อพาร์ทเม้นท์ บ้านเงิน,ห้องเช่ารายเดือน,1 ห้องนอน,30.0,"3,700 - 6,700 บาท",-,,3700.0,6700.0,,,
https://www.renthub.in.th/ปางวราเพลส,ปางวราเพลส,Standard,1 ห้องนอน,,"4,200 - 5,000 บาท",-,,4200.0,5000.0,,,
https://www.renthub.in.th/บอนซาว่าอพาร์ทเม้นท์,บอนซาว่าอพาร์ทเม้นท์,ห้องพักเดี่ยว,สตูดิโอ,27.0,"9,500 - 12,000 บาท",-,,9500.0,12000.0,,,
https://www.renthub.in.th/ทรัพย์กมล-อพาร์ทเมนต์,ทรัพย์กมล อพาร์ทเมนต์,standard room,1 ห้องนอน,26.5,"4,500 - 5,200 บาท",-,,4500.0,5200.0,,,
https://www.renthub.in.th/ภูญาดา-อพาร์ทเม้นท์-หอพักจอมทองเชียงใหม่,ภูญาดา อพาร์ทเม้นท์ หอพักจอมทองเชียงใหม่,ห้องแอร์,1 ห้องนอน,,"2,500 บาท",-,,2500.0,2500.0,,,
https://www.renthub.in.th/ภูญาดา-อพาร์ทเม้นท์-หอพักจอมทองเชียงใหม่,ภูญาดา อพาร์ทเม้นท์ หอพักจอมทองเชียงใหม่,ห้องพัดลม,1 ห้องนอน,,"2,000 บาท",-,,2000.0,2000.0,,,
https://www.renthub.in.th/the-pallet-room-for-rent-and-student-housing,The Pallet - Room for Rent and Student Housing,ห้องว่างให้เช่า,1 ห้องนอน,,"6,500 - 7,500 บาท",500 - 550 บาท,,6500.0,7500.0,500.0,550.0,
https://www.renthub.in.th/บ้านพักอมร,บ้านพักอมร,หอพัก,1 ห้องนอน,4.0,"2,700 บาท",-,,2700.0,2700.0,,,
https://www.renthub.in.th/พินวดี-เรสซิเดนซ์-ใกล้มช-พืชสวนโลก-ตลาดต้นพยอม,"พินวดี เรสซิเดนซ์ (ใกล้มช , พืชสวนโลก , ตลาดต้นพยอม)",Standard,1 ห้องนอน,30.0,"5,500 บาท",-,,5500.0,5500.0,,,
https://www.renthub.in.th/พินวดี-เรสซิเดนซ์-ใกล้มช-พืชสวนโลก-ตลาดต้นพยอม,"พินวดี เรสซิเดนซ์ (ใกล้มช , พืชสวนโลก , ตลาดต้นพยอม)",Deluxe,1 ห้องนอน,37.0,"5,800 บาท",-,,5800.0,5800.0,,,
https://www.renthub.in.th/เดอะไพรเวทโฮเทล,เดอะไพรเวทโฮเทล,Deluxe room,1 ห้องนอน,20.0,"4,999 - 9,999 บาท","420 - 1,500 บาท",,4999.0,9999.0,420.0,1500.0,
https://www.renthub.in.th/บัวระวง-เรซิเดนซ์,บัวระวง เรซิเดนซ์,One Bedroom,สตูดิโอ,50.0,"10,000 - 12,000 บาท","1,000 - 1,200 บาท",,10000.0,12000.0,1000.0,1200.0,
https://www.renthub.in.th/บัวระวง-เรซิเดนซ์,บัวระวง เรซิเดนซ์,Double Bedroom,1 ห้องนอน,25.0,"4,900 - 7,000 บาท",550 บาท,,4900.0,7000.0,550.0,550.0,
https://www.renthub.in.th/บูรพา-บูติค,บูรพา บูติค,Superior ,1 ห้องนอน,25.0,"11,000 - 12,000 บาท",-,,11000.0,12000.0,,,
https://www.renthub.in.th/บูรพา-บูติค,บูรพา บูติค,Family,2 ห้องนอน,40.0,"20,000 - 21,000 บาท",-,,20000.0,21000.0,,,
https://www.renthub.in.th/บูรพา-บูติค,บูรพา บูติค,Deluxe,1 ห้องนอน,30.0,"13,000 - 14,000 บาท",-,,13000.0,14000.0,,,
https://www.renthub.in.th/หอพักราคาถูกสำหรับคนทำงาน-เงียบสงบ-สะอาดปลอดภัย,หอพักราคาถูกสำหรับคนทำงาน เงียบสงบ สะอาดปลอดภัย,ห้องพัก,สตูดิโอ,24.0,"1,500 - 2,000 บาท",-,,1500.0,2000.0,,,
https://www.renthub.in.th/ทรี-เรโทร,ทรี เรโทร,Superior,1 ห้องนอน,,"4,000 - 6,000 บาท",500 - 800 บาท,,4000.0,6000.0,500.0,800.0,
https://www.renthub.in.th/ภัทระแมนชั่น-เชียงใหม่,ภัทระแมนชั่น เชียงใหม่,ห้องสูท,2 ห้องนอน,60.0,"8,000 บาท","1,000 บาท",,8000.0,8000.0,1000.0,1000.0,
https://www.renthub.in.th/ภัทระแมนชั่น-เชียงใหม่,ภัทระแมนชั่น เชียงใหม่,ห้องธรรมดา,สตูดิโอ,32.0,"3,500 - 4,500 บาท",450 บาท,,3500.0,4500.0,450.0,450.0,
https://www.renthub.in.th/หอพักจีรนันท์,หอพักจีรนันท์,ห้องพักมีห้องโถง,1 ห้องนอน,,"1,900 บาท",-,,1900.0,1900.0,,,
https://www.renthub.in.th/สุนทรแมนชั่น,สุนทรแมนชั่น,สตูดิโอ,1 ห้องนอน,20.0,"2,200 - 2,700 บาท",-,,2200.0,2700.0,,,
https://www.renthub.in.th/เคเอสเรสซิเดนซ์-เชียงใหม่,เคเอสเรสซิเดนซ์ เชียงใหม่,ห้องพัก Type C,สตูดิโอ,42.0,"12,000 - 12,500 บาท","1,050 - 1,150 บาท",,12000.0,12500.0,1050.0,1150.0,
https://www.renthub.in.th/เคเอสเรสซิเดนซ์-เชียงใหม่,เคเอสเรสซิเดนซ์ เชียงใหม่,ห้องพัก Type A,สตูดิโอ,28.0,"6,000 - 6,500 บาท",650 - 750 บาท,,6000.0,6500.0,650.0,750.0,
https://www.renthub.in.th/เคเอสเรสซิเดนซ์-เชียงใหม่,เคเอสเรสซิเดนซ์ เชียงใหม่,ห้องพัก Type B,สตูดิโอ,32.0,"9,000 - 9,500 บาท",850 - 950 บาท,,9000.0,9500.0,850.0,950.0,
https://www.renthub.in.th/บ้านพัก-ทองแพ-แม่ริม,บ้านพัก ทองแพ แม่ริม,ห้องเช่ารายเดือน,1 ห้องนอน,20.0,"2,500 - 2,800 บาท",-,,2500.0,2800.0,,,
https://www.renthub.in.th/แพท-อพาร์ทเม้นท์,แพท อพาร์ทเม้นท์,ห้องชุด,1 ห้องนอน,23.0,"3,500 บาท",-,,3500.0,3500.0,,,
https://www.renthub.in.th/หอพักญาณิน,หอพักญาณิน,ห้องพักรายเดือน,1 ห้องนอน,30.0,"1,600 - 2,100 บาท",-,,1600.0,2100.0,,,
https://www.renthub.in.th/jackie-house-chiangmai,Jackie House Chiangmai,แบบรายวัน-รายเดือน,1 ห้องนอน,,"3,500 - 12,000 บาท",490 - 590 บาท,,3500.0,12000.0,490.0,590.0,
https://www.renthub.in.th/โรงแรมเอื้องคำ,โรงแรมเอื้องคำ,ห้องเตียงใหญ่ ,สตูดิโอ,12.0,"2,600 - 3,100 บาท",300 - 350 บาท,,2600.0,3100.0,300.0,350.0,
https://www.renthub.in.th/โรงแรมเอื้องคำ,โรงแรมเอื้องคำ,ห้อง2เตียง,สตูดิโอ,16.0,"3,100 - 4,600 บาท",350 - 400 บาท,,3100.0,4600.0,350.0,400.0,
https://www.renthub.in.th/หอพักเชียงใหม่-สายชล-อพาร์ทเมนท์-หนองหอย,หอพักเชียงใหม่ สายชล อพาร์ทเมนท์ หนองหอย,Standard X,1 ห้องนอน,21.0,"4,000 - 4,500 บาท",450 - 500 บาท,,4000.0,4500.0,450.0,500.0,
https://www.renthub.in.th/หอพักเชียงใหม่-สายชล-อพาร์ทเมนท์-หนองหอย,หอพักเชียงใหม่ สายชล อพาร์ทเมนท์ หนองหอย,Standard2,1 ห้องนอน,16.5,"3,500 - 4,000 บาท",350 - 450 บาท,,3500.0,4000.0,350.0,450.0,
https://www.renthub.in.th/หอพักเชียงใหม่-สายชล-อพาร์ทเมนท์-หนองหอย,หอพักเชียงใหม่ สายชล อพาร์ทเมนท์ หนองหอย,Standard XX,1 ห้องนอน,32.0,"5,500 - 5,800 บาท",550 - 600 บาท,,5500.0,5800.0,550.0,600.0,
https://www.renthub.in.th/หอพักเชียงใหม่-สายชล-อพาร์ทเมนท์-หนองหอย,หอพักเชียงใหม่ สายชล อพาร์ทเมนท์ หนองหอย,Standard1,1 ห้องนอน,16.0,"3,000 - 4,000 บาท",300 - 400 บาท,,3000.0,4000.0,300.0,400.0,
https://www.renthub.in.th/หอพักเชียงใหม่-สายชล-อพาร์ทเมนท์-หนองหอย,หอพักเชียงใหม่ สายชล อพาร์ทเมนท์ หนองหอย,Suit,2 ห้องนอน,42.0,"7,500 - 7,800 บาท",750 - 800 บาท,,7500.0,7800.0,750.0,800.0,
https://www.renthub.in.th/triplea-residence-chiangmai,TripleA Residence Chiangmai,Standard,1 ห้องนอน,28.0,"4,000 - 4,500 บาท",900 - 960 บาท,,4000.0,4500.0,900.0,960.0,
https://www.renthub.in.th/หอพัก-พัชรีภรณ์-เพลส,หอพัก พัชรีภรณ์ เพลส,ห้องเดี่ยว,สตูดิโอ,30.0,"2,500 - 3,500 บาท",400 บาท,,2500.0,3500.0,400.0,400.0,
https://www.renthub.in.th/ซีวันเซอร์วิสอพาร์ทเม้นท์,ซีวันเซอร์วิสอพาร์ทเม้นท์,standard,สตูดิโอ,30.0,"6,500 - 15,000 บาท","650 - 1,200 บาท",,6500.0,15000.0,650.0,1200.0,
https://www.renthub.in.th/ม่านฟ้าเพลส,ม่านฟ้าเพลส,ห้องเตียงเดี่ยวขนาด5ฟุต,1 ห้องนอน,,"3,500 - 4,500 บาท",-,,3500.0,4500.0,,,
https://www.renthub.in.th/ม่านฟ้าเพลส,ม่านฟ้าเพลส,ห้องเตียงขนาด3.5ฟุต2เตียง,1 ห้องนอน,,"5,500 บาท",-,,5500.0,5500.0,,,
https://www.renthub.in.th/ดี-พลัส-ลานนา,ดี พลัส ลานนา,ห้องพักรายเดือน,1 ห้องนอน,,"3,500 - 4,000 บาท",-,,3500.0,4000.0,,,
https://www.renthub.in.th/chiangmai-s-p-hotel,Chiangmai S.P. Hotel,Superior ,1 ห้องนอน,25.0,"16,500 บาท",750 - 840 บาท,,16500.0,16500.0,750.0,840.0,
https://www.renthub.in.th/nathome-apartment,nathome apartment,หอ,1 ห้องนอน,,"2,000 - 7,000 บาท",350 - 700 บาท,,2000.0,7000.0,350.0,700.0,
https://www.renthub.in.th/กฤษณา-เชียงใหม่,กฤษณา เชียงใหม่,Standard,สตูดิโอ,22.0,"3,000 บาท",-,,3000.0,3000.0,,,
https://www.renthub.in.th/the-diamond-bar,THE DIAMOND BAR,ห้องเดี่ยว,สตูดิโอ,,"3,600 - 4,200 บาท",-,,3600.0,4200.0,,,
https://www.renthub.in.th/บ้านแสงสิงห์,บ้านแสงสิงห์,ห้องเตียงคู่ กับ เตียงเดี่ยว,2 ห้องนอน,30.0,"25,000 - 36,000 บาท",-,,25000.0,36000.0,,,
https://www.renthub.in.th/สามัคคีคอร์ท,สามัคคีคอร์ท,อพาร์ทเม้น,1 ห้องนอน,22.0,"1,500 - 3,000 บาท",250 - 350 บาท,,1500.0,3000.0,250.0,350.0,
https://www.renthub.in.th/พรสวรรค์แมนชั่น,พรสวรรค์แมนชั่น,ห้องพัดลม,สตูดิโอ,,"2,500 บาท",-,,2500.0,2500.0,,,
https://www.renthub.in.th/พรสวรรค์แมนชั่น,พรสวรรค์แมนชั่น,ห้องแอร์,สตูดิโอ,,"2,800 บาท",-,,2800.0,2800.0,,,
https://www.renthub.in.th/ธารารมย์,ธารารมย์,เตียงเดี่ยว,1 ห้องนอน,25.0,"6,000 - 9,000 บาท",500 - 650 บาท,,6000.0,9000.0,500.0,650.0,
https://www.renthub.in.th/ธารารมย์,ธารารมย์,เตียงคู่,1 ห้องนอน,25.0,"6,000 - 9,000 บาท",500 - 650 บาท,,6000.0,9000.0,500.0,650.0,
