url,name,roomType,roomStyle,roomSize,monthlyRent,dailyRent,roomContract,minMonthlyRent,maxMonthlyRent,minDailyRent,maxDailyRent,apartment_url
https://www.renthub.in.th/หอพักหญิงสุดา-ติดราชภัฎเชียงใหม่,หอพักหญิงสุดา(ติดราชภัฎเชียงใหม่),ห้องพักรายเดือน,สตูดิโอ,16.0,"2,600 - 3,500 บาท",-,,2600.0,3500.0,,,
https://www.renthub.in.th/นันทารามคอร์ท-เชียงใหม่,นันทารามคอร์ท เชียงใหม่,ห้องพัดลม,สตูดิโอ,25.0,"2,900 - 3,200 บาท",300 - 450 บาท,,2900.0,3200.0,300.0,450.0,
https://www.renthub.in.th/นันทารามคอร์ท-เชียงใหม่,นันทารามคอร์ท เชียงใหม่,ห้องแอร์,สตูดิโอ,25.0,"3,200 - 3,500 บาท",350 - 500 บาท,,3200.0,3500.0,350.0,500.0,
https://www.renthub.in.th/double-tree-residence,Double Tree Residence,รายเดือน,สตูดิโอ,30.0,"12,500 - 16,000 บาท",-,,12500.0,16000.0,,,
https://www.renthub.in.th/มิราเคิล,มิราเคิล,ห้องแอร์,1 ห้องนอน,24.0,"2,900 - 3,200 บาท",-,,2900.0,3200.0,,,
https://www.renthub.in.th/มิราเคิล,มิราเคิล,ห้องพัดลม,1 ห้องนอน,24.0,"2,700 - 3,200 บาท",-,,2700.0,3200.0,,,
https://www.renthub.in.th/บ้านพักชัยมงคล,บ้านพักชัยมงคล,รายเดือน,1 ห้องนอน,16.0,"2,000 - 2,200 บาท",-,,2000.0,2200.0,,,
https://www.renthub.in.th/the-cosy-bed,The Cosy Bed,ห้องพัดลม,1 ห้องนอน,24.0,"3,000 - 4,000 บาท",-,,3000.0,4000.0,,,
https://www.renthub.in.th/the-cosy-bed,The Cosy Bed,ห้องแอร์,1 ห้องนอน,24.0,"3,500 - 4,500 บาท",500 - 600 บาท,,3500.0,4500.0,500.0,600.0,
https://www.renthub.in.th/peawacha-free-wifi-ไม่จำกัด-ใกล้เทศบาลสุเทพ-เดินทางสะดวก,peawacha  Free Wifi ไม่จำกัด(ใกล้เทศบาลสุเทพ เดินทางสะดวก ),ห้องนอนพร้อมห้องนั่งเล่นระเบียงทำครัว,1 ห้องนอน,24.0,"2,600 บาท",-,,2600.0,2600.0,,,
https://www.renthub.in.th/ห้องพักสะอาดห้องแอร์ย่านสุเทพ-ขั้นต่ำ1เดือน,ห้องพักสะอาดห้องแอร์ย่านสุเทพ ขั้นต่ำ1เดือน,ห้องพัก,1 ห้องนอน,30.0,"2,200 - 2,600 บาท",-,,2200.0,2600.0,,,
https://www.renthub.in.th/ปิดประกาศ,ปิดประกาศ,closed,สตูดิโอ,,10 - 100 บาท,-,,10.0,100.0,,,
https://www.renthub.in.th/สมบูรณ์ห้องพัก,สมบูรณ์ห้องพัก,ห้องพัก,1 ห้องนอน,24.0,"2,000 บาท",-,,2000.0,2000.0,,,
https://www.renthub.in.th/เดอะ-เฮาส์--3c790507,เดอะ เฮาส์,A บน,1 ห้องนอน,34.0,"5,000 บาท",-,,5000.0,5000.0,,,
https://www.renthub.in.th/เดอะ-เฮาส์--3c790507,เดอะ เฮาส์,B บน,1 ห้องนอน,34.0,"5,000 บาท",-,,5000.0,5000.0,,,
https://www.renthub.in.th/เดอะ-เฮาส์--3c790507,เดอะ เฮาส์,B ล่าง ,1 ห้องนอน,34.0,"5,000 บาท",-,,5000.0,5000.0,,,
https://www.renthub.in.th/เดอะ-เฮาส์--3c790507,เดอะ เฮาส์,A ล่าง,1 ห้องนอน,34.0,"5,000 บาท",-,,5000.0,5000.0,,,
https://www.renthub.in.th/หอพักหญิงฮักมงฟอร์ต-ตรงข้ามโรงเรียนมงฟอร์ตวิทยาลัย-ถ-มงฟอร์ต-ซ-14-ต-ท่าศาลา,หอพักหญิงฮักมงฟอร์ต (ตรงข้ามโรงเรียนมงฟอร์ตวิทยาลัย) ถ.มงฟอร์ต ซ.14 ต.ท่าศาลา,ห้องเดี่ยว,1 ห้องนอน,20.0,"5,000 - 5,500 บาท",-,,5000.0,5500.0,,,
https://www.renthub.in.th/แอปโซลูทแมนชั่น,แอปโซลูทแมนชั่น,ห้องพัก,สตูดิโอ,22.0,"3,900 - 4,600 บาท",,,3900.0,4600.0,,,
https://www.renthub.in.th/ช้างม่อยเก่าโฮมแอนด์แกลอรี่,ช้างม่อยเก่าโฮมแอนด์แกลอรี่,เตียงใหญ่,1 ห้องนอน,25.0,"2,800 - 4,000 บาท",600 - 700 บาท,,2800.0,4000.0,600.0,700.0,
https://www.renthub.in.th/ช้างม่อยเก่าโฮมแอนด์แกลอรี่,ช้างม่อยเก่าโฮมแอนด์แกลอรี่,เตียงคู่,1 ห้องนอน,25.0,-,-,,,,,,
https://www.renthub.in.th/บ้านใหม่ภูดอย,บ้านใหม่ภูดอย,ห้องวิรงรอง,1 ห้องนอน,,"3,500 บาท",500 บาท,,3500.0,3500.0,500.0,500.0,
https://www.renthub.in.th/หอพักพูนสิน--3cb4050e,หอพักพูนสิน,หอพัก,1 ห้องนอน,32.0,"1,600 - 3,500 บาท",,,1600.0,3500.0,,,
https://www.renthub.in.th/บ้านแก้ว--3,บ้านแก้ว,2bedroom,2 ห้องนอน,,"3,500 - 4,000 บาท",-,,3500.0,4000.0,,,
https://www.renthub.in.th/แอสเตอร์-เรซิเดนต์,แอสเตอร์ เรซิเดนต์,Aster Suite,1 ห้องนอน,68.88,"14,000 - 24,000 บาท","1,500 - 2,000 บาท",,14000.0,24000.0,1500.0,2000.0,
https://www.renthub.in.th/บีไฮคาเฟ่-chiang-mai-room-for-rent,บีไฮคาเฟ่ Chiang Mai Room For Rent,ห้องว่างให้เช่า,1 ห้องนอน,30.0,"4,000 - 4,800 บาท",-,,4000.0,4800.0,,,
https://www.renthub.in.th/ขวัญศิริ-แมนชั่น,ขวัญศิริ แมนชั่น,ห้องพัดลม,1 ห้องนอน,30.0,"2,500 - 3,500 บาท",-,,2500.0,3500.0,,,
https://www.renthub.in.th/เดอะ-นายน์-แจน-เรสสิเดนท์,เดอะ นายน์ แจน เรสสิเดนท์,สตูดิโอ ,สตูดิโอ,20.0,"3,200 - 3,500 บาท",-,,3200.0,3500.0,,,
https://www.renthub.in.th/เดอะ-นายน์-แจน-เรสสิเดนท์,เดอะ นายน์ แจน เรสสิเดนท์,1ห้องนอน,1 ห้องนอน,40.0,"4,200 - 4,500 บาท",-,,4200.0,4500.0,,,
https://www.renthub.in.th/สมบูรณ์เฮ้าส์-ใกล้รพ-แมค-รร-ปริ้นส์-รร-ดารา-อาเขต-เซนเฟส,"สมบูรณ์เฮ้าส์ (ใกล้รพ.แมค,รร.ปริ้นส์,รร.ดารา,อาเขต,เซนเฟส)",Standard,สตูดิโอ,21.0,"3,500 บาท",-,,3500.0,3500.0,,,
https://www.renthub.in.th/สมบูรณ์เฮ้าส์-ใกล้รพ-แมค-รร-ปริ้นส์-รร-ดารา-อาเขต-เซนเฟส,"สมบูรณ์เฮ้าส์ (ใกล้รพ.แมค,รร.ปริ้นส์,รร.ดารา,อาเขต,เซนเฟส)",Delux,สตูดิโอ,29.0,"4,000 บาท",-,,4000.0,4000.0,,,
https://www.renthub.in.th/อศอ-อพาร์ทเมนท์,อศอ. อพาร์ทเมนท์,สแตนดาร์ด,สตูดิโอ,15.0,"2,000 บาท",-,,2000.0,2000.0,,,
https://www.renthub.in.th/ลุงรัตน์เฮาส์,ลุงรัตน์เฮาส์,ห้องแอร์ Air room,1 ห้องนอน,17.6,"3,000 บาท",-,,3000.0,3000.0,,,
https://www.renthub.in.th/ลุงรัตน์เฮาส์,ลุงรัตน์เฮาส์,ห้องแอร์ขนาดใหญ่ Large air room,1 ห้องนอน,36.0,"3,500 บาท",-,,3500.0,3500.0,,,
https://www.renthub.in.th/ลุงรัตน์เฮาส์,ลุงรัตน์เฮาส์,ห้องพัดลม Fan room,1 ห้องนอน,17.6,"2,600 บาท",-,,2600.0,2600.0,,,
https://www.renthub.in.th/my-home-เชียงใหม่-หอพัก-อพาร์ทเม้นท์,My Home เชียงใหม่ - หอพัก/อพาร์ทเม้นท์,ห้องพักตึกชั้นเดียว,สตูดิโอ,28.0,"3,000 - 3,500 บาท",-,,3000.0,3500.0,,,
https://www.renthub.in.th/my-home-เชียงใหม่-หอพัก-อพาร์ทเม้นท์,My Home เชียงใหม่ - หอพัก/อพาร์ทเม้นท์,ห้องพักตึก 2 ชั้น,สตูดิโอ,24.5,"3,000 - 3,500 บาท",-,,3000.0,3500.0,,,
https://www.renthub.in.th/บ้านสามสี--3c790504,บ้านสามสี,ห้องพักให้เช่า,1 ห้องนอน,6.0,"3,000 - 4,500 บาท",-,,3000.0,4500.0,,,
https://www.renthub.in.th/กาญจน์ศิริเพลส,กาญจน์ศิริเพลส,ห้องพัดลม,1 ห้องนอน,4.5,"2,500 - 2,800 บาท",-,,2500.0,2800.0,,,
https://www.renthub.in.th/กาญจน์ศิริเพลส,กาญจน์ศิริเพลส,ห้องแอร์,1 ห้องนอน,4.5,"3,000 - 3,200 บาท",-,,3000.0,3200.0,,,
https://www.renthub.in.th/อัญชัญ-2-อพาร์ทเม้นท์,อัญชัญ 2 อพาร์ทเม้นท์,Studio,สตูดิโอ,24.0,"4,500 - 5,000 บาท",-,,4500.0,5000.0,,,
https://www.renthub.in.th/อัญชัญ-2-อพาร์ทเม้นท์,อัญชัญ 2 อพาร์ทเม้นท์,Suite,1 ห้องนอน,48.0,"10,000 - 12,000 บาท",-,,10000.0,12000.0,,,
https://www.renthub.in.th/อัญชัญ-2-อพาร์ทเม้นท์,อัญชัญ 2 อพาร์ทเม้นท์,Superior,สตูดิโอ,36.0,"7,500 - 8,000 บาท",-,,7500.0,8000.0,,,
https://www.renthub.in.th/บ้านเชียงล้าน-ตรงข้ามคณะแพทย์-มช-รพ-สวนดอก,บ้านเชียงล้าน (ตรงข้ามคณะแพทย์ มช. รพ.สวนดอก),ห้องพักมาตรฐาน  (แอร์),1 ห้องนอน,26.0,"4,900 - 5,000 บาท",-,,4900.0,5000.0,,,
https://www.renthub.in.th/บ้านเชียงล้าน-ตรงข้ามคณะแพทย์-มช-รพ-สวนดอก,บ้านเชียงล้าน (ตรงข้ามคณะแพทย์ มช. รพ.สวนดอก),ห้องพักขนาดใหญ่  (แอร์),1 ห้องนอน,32.0,"5,400 บาท",-,,5400.0,5400.0,,,
https://www.renthub.in.th/lampoo-place-ลำภูเพลส-ตรงข้ามคณะแพทย์-มช-รพ-สวนดอก-ซ-โรงแรมเชียงคำ,Lampoo Place ลำภูเพลส (ตรงข้ามคณะแพทย์ มช. รพ.สวนดอก ซ.โรงแรมเชียงคำ),ห้องมาตรฐานเตียงคู่,1 ห้องนอน,28.0,"5,400 บาท",-,,5400.0,5400.0,,,
https://www.renthub.in.th/lampoo-place-ลำภูเพลส-ตรงข้ามคณะแพทย์-มช-รพ-สวนดอก-ซ-โรงแรมเชียงคำ,Lampoo Place ลำภูเพลส (ตรงข้ามคณะแพทย์ มช. รพ.สวนดอก ซ.โรงแรมเชียงคำ),ห้องมาตรฐานเตียงเดี่ยว,1 ห้องนอน,28.0,"5,000 บาท",-,,5000.0,5000.0,,,
https://www.renthub.in.th/lampoo-place-ลำภูเพลส-ตรงข้ามคณะแพทย์-มช-รพ-สวนดอก-ซ-โรงแรมเชียงคำ,Lampoo Place ลำภูเพลส (ตรงข้ามคณะแพทย์ มช. รพ.สวนดอก ซ.โรงแรมเชียงคำ),ห้องขนาดใหญ่เตียงเดี่ยว,1 ห้องนอน,32.0,"5,400 บาท",-,,5400.0,5400.0,,,
https://www.renthub.in.th/อัยย์รดา-อพาร์ทเมนท์-ซ-ตรงข้ามตึกสุจิณโณ-คณะแพทย์-มช-รพ-มหาราชนครเชียงใหม่,อัยย์รดา อพาร์ทเมนท์(ซ.ตรงข้ามตึกสุจิณโณ คณะแพทย์ มช. รพ.มหาราชนครเชียงใหม่),เตียงคู่,1 ห้องนอน,28.0,"6,400 - 7,900 บาท",-,,6400.0,7900.0,,,
https://www.renthub.in.th/อัยย์รดา-อพาร์ทเมนท์-ซ-ตรงข้ามตึกสุจิณโณ-คณะแพทย์-มช-รพ-มหาราชนครเชียงใหม่,อัยย์รดา อพาร์ทเมนท์(ซ.ตรงข้ามตึกสุจิณโณ คณะแพทย์ มช. รพ.มหาราชนครเชียงใหม่),เตียงเดี่ยว,1 ห้องนอน,28.0,"6,000 - 7,900 บาท",-,,6000.0,7900.0,,,
https://www.renthub.in.th/away-chiang-mai-thapae-resort-a-vegan-retreat--2,Away Chiang Mai Thapae Resort - A Vegan Retreat,Deluxe,1 ห้องนอน,32.0,,,,,,,,
https://www.renthub.in.th/yantarasri-nimman,Yantarasri @Nimman,Studio,สตูดิโอ,40.0,"12,000 บาท","1,000 - 1,500 บาท",,12000.0,12000.0,1000.0,1500.0,
https://www.renthub.in.th/บ้านส่องแสง,บ้านส่องแสง,ห้องพัดลม,สตูดิโอ,25.0,"2,500 - 2,800 บาท",-,,2500.0,2800.0,,,
https://www.renthub.in.th/เอแอนด์ซีโมเดิร์น,เอแอนด์ซีโมเดิร์น ,ห้องรายวัน,สตูดิโอ,12.0,-,250 - 450 บาท,,,,250.0,450.0,
https://www.renthub.in.th/เอแอนด์ซีโมเดิร์น,เอแอนด์ซีโมเดิร์น ,ห้องพัดลม,สตูดิโอ,9.0,"2,200 บาท",-,,2200.0,2200.0,,,
https://www.renthub.in.th/เอแอนด์ซีโมเดิร์น,เอแอนด์ซีโมเดิร์น ,ห้องแอร์,สตูดิโอ,9.0,"2,900 บาท",-,,2900.0,2900.0,,,
https://www.renthub.in.th/เรสท์-ไพรเวท-อพาร์ทเม้นท์-reiz-private-residnece,เรสท์ ไพรเวท อพาร์ทเม้นท์ (Reiz Private Residnece),Deluxe King Studio,สตูดิโอ,35.0,"23,000 - 55,000 บาท",-,,23000.0,55000.0,,,
https://www.renthub.in.th/เรสท์-ไพรเวท-อพาร์ทเม้นท์-reiz-private-residnece,เรสท์ ไพรเวท อพาร์ทเม้นท์ (Reiz Private Residnece),One Bedroom Suite,1 ห้องนอน,65.0,"35,000 - 62,000 บาท",-,,35000.0,62000.0,,,
https://www.renthub.in.th/หอพักไฮโซ-เรสซิเด้นท์-ใกล้-ม-ราชภัฎเชียงใหม่,หอพักไฮโซ เรสซิเด้นท์ ใกล้ ม.ราชภัฎเชียงใหม่,Standard,1 ห้องนอน,20.0,"3,500 บาท",-,,3500.0,3500.0,,,
https://www.renthub.in.th/ทูลานี-นิมมาน-วิลล่า-เชียงใหม่,ทูลานี นิมมาน วิลล่า เชียงใหม่,วิลล่าส่วนตัว,5 ห้องนอน,600.0,"400,000 - 450,000 บาท","15,000 - 25,000 บาท",,400000.0,450000.0,15000.0,25000.0,
https://www.renthub.in.th/ทูลานี-นอร์ธเกตวิลล่า-เชียงใหม่,ทูลานี นอร์ธเกตวิลล่า เชียงใหม่,บ้านพูลวิลล่า 5 ห้องนอน,5 ห้องนอน,600.0,"400,000 บาท","15,000 - 25,000 บาท",,400000.0,400000.0,15000.0,25000.0,
https://www.renthub.in.th/ช่างเคี่ยนเฮ้าส์,ช่างเคี่ยนเฮ้าส์,หอพัก,สตูดิโอ,15.0,"1,500 - 1,800 บาท",-,,1500.0,1800.0,,,
https://www.renthub.in.th/ชุติมา-อพาร์ทเมน,ชุติมา อพาร์ทเมน,ห้องรายเดือน,1 ห้องนอน,25.0,"2,700 - 3,200 บาท",-,,2700.0,3200.0,,,
https://www.renthub.in.th/ระเบียงดาว-อพาร์ทเม้นท์,ระเบียงดาว อพาร์ทเม้นท์,ห้องเดี่ยว,1 ห้องนอน,20.0,"2,500 - 2,700 บาท",-,,2500.0,2700.0,,,
https://www.renthub.in.th/warisa-apartment-ติดถนนคันคลองชลประทาน-หลัง-ม-ช-ต้นพยอม-ใกล้นิมมาน,"Warisa Apartment (ติดถนนคันคลองชลประทาน หลัง ม.ช ,ต้นพยอม ,ใกล้นิมมาน)",Standard Double bed,1 ห้องนอน,25.0,"4,500 บาท",-,,4500.0,4500.0,,,
https://www.renthub.in.th/พิภูตะวัน,พิภูตะวัน,เดี่ยว,1 ห้องนอน,21.0,"1,900 - 3,000 บาท",250 - 400 บาท,,1900.0,3000.0,250.0,400.0,
https://www.renthub.in.th/พิภูตะวัน,พิภูตะวัน,เดี่ยว,1 ห้องนอน,14.0,"1,900 - 3,000 บาท",250 - 400 บาท,,1900.0,3000.0,250.0,400.0,
https://www.renthub.in.th/ปุณณมาสเพลส-ใกล้-ม-แม่โจ้,ปุณณมาสเพลส ใกล้ ม. แม่โจ้,ห้องพัดลม,1 ห้องนอน,20.0,"2,300 บาท",-,,2300.0,2300.0,,,
https://www.renthub.in.th/ปุณณมาสเพลส-ใกล้-ม-แม่โจ้,ปุณณมาสเพลส ใกล้ ม. แม่โจ้,ห้องพัดลม+ตู้เย็น,1 ห้องนอน,20.0,"2,500 บาท",-,,2500.0,2500.0,,,
https://www.renthub.in.th/ปุณณมาสเพลส-ใกล้-ม-แม่โจ้,ปุณณมาสเพลส ใกล้ ม. แม่โจ้,ห้องแอร์,1 ห้องนอน,20.0,"2,700 บาท",-,,2700.0,2700.0,,,
https://www.renthub.in.th/ปุณณมาสเพลส-ใกล้-ม-แม่โจ้,ปุณณมาสเพลส ใกล้ ม. แม่โจ้,ห้องแอร์+ตู้เย็น,1 ห้องนอน,20.0,"2,900 บาท",-,,2900.0,2900.0,,,
https://www.renthub.in.th/อธิคม-คอร์ท-ใกล้ตลาดธานินทร์,อธิคม คอร์ท ใกล้ตลาดธานินทร์,พัดลม,สตูดิโอ,15.0,"2,000 - 2,600 บาท",-,,2000.0,2600.0,,,
https://www.renthub.in.th/หอพักลินดาเพลส-บ่อสร้าง-ซอย-5-สันกำแพง,หอพักลินดาเพลส บ่อสร้าง ซอย 5 สันกำแพง,ห้องพัดลม,1 ห้องนอน,30.0,"2,000 บาท",-,,2000.0,2000.0,,,
https://www.renthub.in.th/หอพักลินดาเพลส-บ่อสร้าง-ซอย-5-สันกำแพง,หอพักลินดาเพลส บ่อสร้าง ซอย 5 สันกำแพง,ห้องแอร์,1 ห้องนอน,30.0,"3,000 บาท",-,,3000.0,3000.0,,,
https://www.renthub.in.th/khuangsingh-residence,Khuangsingh Residence,Studio,สตูดิโอ,32.0,"5,500 - 7,200 บาท","850 - 1,300 บาท",,5500.0,7200.0,850.0,1300.0,
https://www.renthub.in.th/ดวงแก้วโฮม,ดวงแก้วโฮม,Standard,สตูดิโอ,22.0,"3,500 - 3,700 บาท",-,,3500.0,3700.0,,,
https://www.renthub.in.th/ฟลอร่าเฮาส์-เชียงใหม่-เป็นมิตรกับสัตว์เลี้ยง,ฟลอร่าเฮาส์ เชียงใหม่ (เป็นมิตรกับสัตว์เลี้ยง),Two-bedroom apartment (อพาร์ทเมนต์ 2 ห้องนอน),2 ห้องนอน,100.0,,,,,,,,
https://www.renthub.in.th/ฟลอร่าเฮาส์-เชียงใหม่-เป็นมิตรกับสัตว์เลี้ยง,ฟลอร่าเฮาส์ เชียงใหม่ (เป็นมิตรกับสัตว์เลี้ยง),One-bedroom apartment,1 ห้องนอน,50.0,,,,,,,,
https://www.renthub.in.th/ปราการเพลส,ปราการเพลส,ห้องปรับอากาศ,สตูดิโอ,30.0,"2,500 บาท",-,,2500.0,2500.0,,,
https://www.renthub.in.th/ห้องพักคุณหญิง-รายวันรายเดือน,ห้องพักคุณหญิง รายวันรายเดือน,ห้องพัก,1 ห้องนอน,12.0,"2,800 - 3,000 บาท",350 - 400 บาท,,2800.0,3000.0,350.0,400.0,
https://www.renthub.in.th/หอพักทิพย์ธารา--3d630519,หอพักทิพย์ธารา,เพนท์เฮาส์,1 ห้องนอน,72.0,"9,000 บาท","800 - 1,000 บาท",,9000.0,9000.0,800.0,1000.0,
https://www.renthub.in.th/cozy-room-night-bazaar-chiang-mai,Cozy Room Night Bazaar Chiang Mai,สุพรีเรีย ดับเบิลเบด,1 ห้องนอน,20.0,"7,000 - 12,000 บาท",,,7000.0,12000.0,,,
https://www.renthub.in.th/วินทร์คอร์ท,วินทร์คอร์ท,มาตรฐาน,1 ห้องนอน,24.0,"3,000 บาท",-,,3000.0,3000.0,,,
https://www.renthub.in.th/พิมลศักดิ์เรสซิเด้นซ์,พิมลศักดิ์เรสซิเด้นซ์,รายเดือน,1 ห้องนอน,29.0,"3,500 บาท",-,,3500.0,3500.0,,,
https://www.renthub.in.th/พิมลศักดิ์เรสซิเด้นซ์,พิมลศักดิ์เรสซิเด้นซ์,รายเดือน,1 ห้องนอน,29.0,"3,500 บาท",-,,3500.0,3500.0,,,
https://www.renthub.in.th/บ้านกาญจนสุวรรณ์,บ้านกาญจนสุวรรณ์,ห้องพักรายเดือน/รายวัน,1 ห้องนอน,22.0,"2,200 - 2,500 บาท",350 - 500 บาท,,2200.0,2500.0,350.0,500.0,
https://www.renthub.in.th/บีบี-เฮ้าส์-สวนดอก-เพลส,บีบี เฮ้าส์ สวนดอก เพลส,เตียงเดี่ยว,1 ห้องนอน,30.0,"5,500 บาท",650 บาท,,5500.0,5500.0,650.0,650.0,
https://www.renthub.in.th/บีบี-เฮ้าส์-สวนดอก-เพลส,บีบี เฮ้าส์ สวนดอก เพลส,เตียงคู่,1 ห้องนอน,35.0,"5,500 บาท",700 บาท,,5500.0,5500.0,700.0,700.0,
https://www.renthub.in.th/บ้านณดา-ห้องพักบรรยากาศสงบมีเพียง-4-ห้องเท่านั้น,บ้านณดา ห้องพักบรรยากาศสงบมีเพียง 4 ห้องเท่านั้น,มาตรฐาน,1 ห้องนอน,28.0,"5,500 บาท",-,,5500.0,5500.0,,,
https://www.renthub.in.th/เดอรูม,เดอรูม,ห้องแอร์,สตูดิโอ,20.0,"3,300 - 3,500 บาท",-,,3300.0,3500.0,,,
https://www.renthub.in.th/เดอรูม,เดอรูม,ห้องแอร์,สตูดิโอ,20.0,"3,000 - 3,300 บาท",-,,3000.0,3300.0,,,
https://www.renthub.in.th/เดอรูม,เดอรูม,ห้องแอร์,สตูดิโอ,20.0,"3,500 - 3,700 บาท",-,,3500.0,3700.0,,,
https://www.renthub.in.th/ลักซ์รูมส์-ไนท์บาซาร์,ลักซ์รูมส์ ไนท์บาซาร์,Double Bed Studio with Balcony,สตูดิโอ,20.0,"10,000 บาท",,,10000.0,10000.0,,,
https://www.renthub.in.th/ลักซ์รูมส์-ไนท์บาซาร์,ลักซ์รูมส์ ไนท์บาซาร์,Family Studio (4 guests),สตูดิโอ,20.0,-,-,,,,,,
https://www.renthub.in.th/ลักซ์รูมส์-ไนท์บาซาร์,ลักซ์รูมส์ ไนท์บาซาร์,Double Bed Studio (Internal Window),สตูดิโอ,12.0,"10,000 บาท",,,10000.0,10000.0,,,
https://www.renthub.in.th/ลักซ์รูมส์-ไนท์บาซาร์,ลักซ์รูมส์ ไนท์บาซาร์,Double Bed Studio,สตูดิโอ,16.0,"10,000 บาท",,,10000.0,10000.0,,,
https://www.renthub.in.th/ลักซ์รูมส์-ไนท์บาซาร์,ลักซ์รูมส์ ไนท์บาซาร์,Twin Bed Studio,สตูดิโอ,20.0,"10,000 บาท",,,10000.0,10000.0,,,
https://www.renthub.in.th/อารีคอร์ท,อารีคอร์ท,แบบที่1,1 ห้องนอน,20.9,"3,000 บาท",400 บาท,,3000.0,3000.0,400.0,400.0,
https://www.renthub.in.th/อารีคอร์ท,อารีคอร์ท,แบบที่ 2,1 ห้องนอน,20.9,"3,300 บาท",400 บาท,,3300.0,3300.0,400.0,400.0,
https://www.renthub.in.th/คุณตาคุณยาย-อพาร์ทเม้นท์-เฟส2-มินิมอล,คุณตาคุณยาย อพาร์ทเม้นท์  เฟส2 มินิมอล,มินิมอล,1 ห้องนอน,28.0,"2,800 - 3,000 บาท",500 บาท,,2800.0,3000.0,500.0,500.0,
https://www.renthub.in.th/ห้องเช่าเอื้องหลวง-คอร์ท-ใกล้บิ๊กซีหางดง-โลตัส-โรบินสัน-ค่าน้ำฟรี-ห้องกว้างเป็นพิเศษ,ห้องเช่าเอื้องหลวง คอร์ท (ใกล้บิ๊กซีหางดง  โลตัส โรบินสัน)  ค่าน้ำฟรี ห้องกว้างเป็นพิเศษ,ห้องพัดลม,1 ห้องนอน,27.39,"2,500 บาท",-,,2500.0,2500.0,,,
https://www.renthub.in.th/ห้องเช่าเอื้องหลวง-คอร์ท-ใกล้บิ๊กซีหางดง-โลตัส-โรบินสัน-ค่าน้ำฟรี-ห้องกว้างเป็นพิเศษ,ห้องเช่าเอื้องหลวง คอร์ท (ใกล้บิ๊กซีหางดง  โลตัส โรบินสัน)  ค่าน้ำฟรี ห้องกว้างเป็นพิเศษ,ห้องเช่าแอร์,1 ห้องนอน,33.1,"3,500 บาท",-,,3500.0,3500.0,,,
https://www.renthub.in.th/บ้านลักษณา,บ้านลักษณา,ห้องพัดลม,สตูดิโอ,20.0,"2,800 บาท",350 บาท,,2800.0,2800.0,350.0,350.0,
https://www.renthub.in.th/บ้านลักษณา,บ้านลักษณา,ห้องแอร์,สตูดิโอ,20.0,"3,500 บาท",500 - 600 บาท,,3500.0,3500.0,500.0,600.0,
https://www.renthub.in.th/ทิชา-อพาร์ทเม้นท์-ลดพิเศษ-10-3-เดือนแรก,ทิชา อพาร์ทเม้นท์ (ลดพิเศษ 10% 3 เดือนแรก),ห้องพัดลม K1,1 ห้องนอน,25.0,"2,000 บาท",-,,2000.0,2000.0,,,
https://www.renthub.in.th/ทิชา-อพาร์ทเม้นท์-ลดพิเศษ-10-3-เดือนแรก,ทิชา อพาร์ทเม้นท์ (ลดพิเศษ 10% 3 เดือนแรก),ห้องแอร์ T1,1 ห้องนอน,25.0,"3,000 บาท",-,,3000.0,3000.0,,,
https://www.renthub.in.th/ทิชา-อพาร์ทเม้นท์-ลดพิเศษ-10-3-เดือนแรก,ทิชา อพาร์ทเม้นท์ (ลดพิเศษ 10% 3 เดือนแรก),ห้องแอร์ K2,1 ห้องนอน,25.0,"2,500 บาท",-,,2500.0,2500.0,,,
https://www.renthub.in.th/ทิชา-อพาร์ทเม้นท์-ลดพิเศษ-10-3-เดือนแรก,ทิชา อพาร์ทเม้นท์ (ลดพิเศษ 10% 3 เดือนแรก),ห้องพัดลม T1,1 ห้องนอน,25.0,"2,800 บาท",-,,2800.0,2800.0,,,
https://www.renthub.in.th/แอทสิงห์-เซอร์วิส-อพาร์ทเมนท์-สาขา-ข่วงสิงห์,แอทสิงห์ เซอร์วิส อพาร์ทเมนท์(สาขา ข่วงสิงห์),ตึก A Type 2,สตูดิโอ,27.0,"4,800 - 5,300 บาท",-,,4800.0,5300.0,,,
https://www.renthub.in.th/แอทสิงห์-เซอร์วิส-อพาร์ทเมนท์-สาขา-ข่วงสิงห์,แอทสิงห์ เซอร์วิส อพาร์ทเมนท์(สาขา ข่วงสิงห์),ตึก B Type 2,สตูดิโอ,30.0,"4,500 - 5,000 บาท",-,,4500.0,5000.0,,,
https://www.renthub.in.th/แอทสิงห์-เซอร์วิส-อพาร์ทเมนท์-สาขา-ข่วงสิงห์,แอทสิงห์ เซอร์วิส อพาร์ทเมนท์(สาขา ข่วงสิงห์),ตึก A Type 1,สตูดิโอ,27.0,"4,500 - 5,000 บาท",-,,4500.0,5000.0,,,
https://www.renthub.in.th/แอทสิงห์-เซอร์วิส-อพาร์ทเมนท์-สาขา-ข่วงสิงห์,แอทสิงห์ เซอร์วิส อพาร์ทเมนท์(สาขา ข่วงสิงห์),ตึก B Type 1,สตูดิโอ,27.0,"4,200 - 4,700 บาท",-,,4200.0,4700.0,,,
